mse,date
0.6931250493118613,1555459200.0
0.5771894854262946,1555460100.0
0.6321643317666639,1555461000.0
0.5569965157314756,1555461900.0
0.665549904880082,1555462800.0
0.7495000097425794,1555463700.0
0.6251714186956921,1555464600.0
0.6948519912057447,1555465500.0
0.5603495432828772,1555466400.0
0.6184227260473217,1555467300.0
0.5726753125726586,1555468200.0
0.6753655444073738,1555469100.0
0.6264717399130897,1555470000.0
0.6542602396414564,1555470900.0
0.5995799615544573,1555471800.0
0.6626209835135405,1555472700.0
0.6334011274874733,1555473600.0
0.6495357939369695,1555474500.0
0.6397722807760482,1555475400.0
0.6686694902821471,1555476300.0
0.6493407781764181,1555477200.0
0.6339121299863794,1555478100.0
0.672073278549171,1555479000.0
0.6103641063146411,1555479900.0
0.6784405166716544,1555480800.0
0.6677386046958265,1555481700.0
0.6812727531781975,1555482600.0
0.6460992871661752,1555483500.0
0.6866102344588956,1555484400.0
0.6937308627883585,1555485300.0
0.6601053404420961,1555486200.0
0.6703444054181799,1555487100.0
0.661350048995626,1555488000.0
0.6913362854348736,1555488900.0
0.6582747633143488,1555489800.0
0.6220053150490934,1555490700.0
0.6974855370292341,1555491600.0
0.6306267103082466,1555492500.0
0.6187026386215493,1555493400.0
0.6800045191775762,1555494300.0
0.6839252492455937,1555495200.0
0.64437871368854,1555496100.0
0.6574355229258038,1555497000.0
0.602133176814686,1555497900.0
0.598996609216806,1555498800.0
0.5943215400377638,1555499700.0
0.6044038182256183,1555500600.0
0.6021659823237118,1555501500.0
0.5895789433985288,1555502400.0
0.5298283540447445,1555503300.0
0.5578822250001786,1555504200.0
0.5410904092449665,1555505100.0
0.5116304281006908,1555506000.0
0.5758256004017529,1555506900.0
0.5969943307767127,1555507800.0
0.5174435785511252,1555508700.0
0.5201242951532189,1555509600.0
0.5561640852399968,1555510500.0
0.5324742007841692,1555511400.0
0.47864741840629,1555512300.0
0.45381165744588425,1555513200.0
0.5029352142960551,1555514100.0
0.4839224050683898,1555515000.0
0.5160439758172639,1555515900.0
0.5330352978098967,1555516800.0
0.5319595481570958,1555517700.0
0.42010357808095483,1555518600.0
0.4686270944934469,1555519500.0
0.5026121068873131,1555520400.0
0.48868736719110945,1555521300.0
0.4973122975546768,1555522200.0
0.44501740394683703,1555523100.0
0.47366921063363987,1555524000.0
0.5556352106920927,1555524900.0
0.5562316358033174,1555525800.0
0.4789552527847751,1555526700.0
0.4880383868065448,1555527600.0
0.5040798564939656,1555528500.0
0.47675219022341186,1555529400.0
0.552285201884766,1555530300.0
0.5145563287450747,1555531200.0
0.5772191568165581,1555532100.0
0.5253100911250755,1555533000.0
0.5820512862002643,1555533900.0
0.471616086387362,1555534800.0
0.6017775009192128,1555535700.0
0.693119358453676,1555536600.0
0.5382466901800765,1555537500.0
0.5949655413046901,1555546500.0
0.613378372604398,1555547400.0
0.6061034672381259,1555548300.0
0.6146219371914916,1555549200.0
0.6417806601948773,1555550100.0
0.6563334856499893,1555551000.0
0.6603632073179273,1555551900.0
0.5801211668553229,1555552800.0
0.5688107056800124,1555553700.0
0.6044394557079714,1555554600.0
0.6176140178345323,1555555500.0
0.6294756024991199,1555556400.0
0.6500794462013999,1555557300.0
0.5882176224377287,1555558200.0
0.6174383400492499,1555559100.0
0.6307914737815028,1555560000.0
0.6543015763357855,1555560900.0
0.6242849551779358,1555561800.0
0.6385131036995229,1555562700.0
0.6392610175962473,1555563600.0
0.6605789041405944,1555564500.0
0.6774536578616415,1555565400.0
0.6442378568262859,1555566300.0
0.679596459717448,1555567200.0
0.6556825183314012,1555568100.0
0.6669602874991274,1555569000.0
0.7005805686843226,1555569900.0
0.6260589757996123,1555570800.0
0.6858091804947777,1555571700.0
0.6699511103673366,1555572600.0
0.6966571981960222,1555573500.0
0.6938593650435373,1555574400.0
0.6635260538795137,1555575300.0
0.7093426580396821,1555576200.0
0.6477534144843461,1555577100.0
0.6867342056425371,1555578000.0
0.6973385840047848,1555578900.0
0.642435971146923,1555579800.0
0.7103587022601008,1555580700.0
0.6207117893701728,1555581600.0
0.6489351417647671,1555582500.0
0.624517083955209,1555583400.0
0.6745142182045972,1555584300.0
0.6855740583918082,1555585200.0
0.6254737574936102,1555586100.0
0.6526699437551846,1555587000.0
0.609812400026185,1555587900.0
0.667456151292413,1555588800.0
0.6098171298185352,1555589700.0
0.647970199526133,1555590600.0
0.5929254178397791,1555591500.0
0.6461130937318529,1555592400.0
