date,mse
1555459200.0,0.23354641856893407
1555460100.0,0.2796277869862875
1555461000.0,0.2731764647414687
1555461900.0,0.24372165394031756
1555462800.0,0.21776382974922248
1555463700.0,0.452778816768896
1555464600.0,0.2519837908221612
1555465500.0,0.2894107085117674
1555466400.0,0.3010883083195634
1555467300.0,0.15800652323115244
1555468200.0,0.2292773380689603
1555469100.0,0.2463746504460398
1555470000.0,0.27378204047655824
1555470900.0,0.22656223837716816
1555471800.0,0.21219356422780736
1555472700.0,0.21803908442113062
1555473600.0,0.2699401076281745
1555474500.0,0.23171195217841162
1555475400.0,0.31554104408202643
1555476300.0,0.25311246258135456
1555477200.0,0.28217831121630593
1555478100.0,0.2675360922773928
1555479000.0,0.26694169019086056
1555479900.0,0.22402886400275066
1555480800.0,0.21720428140033896
1555481700.0,0.2626872394203682
1555482600.0,0.2980908465525165
1555483500.0,0.2784221709263251
1555484400.0,0.2320795346544361
1555485300.0,0.3275823686858146
1555486200.0,0.3409170539707298
1555487100.0,0.2635213480669787
1555488000.0,0.20442694164530434
1555488900.0,0.2608393154461317
1555489800.0,0.30299277862619806
1555490700.0,0.2593577754306959
1555491600.0,0.3575456293344256
1555492500.0,0.27258684688852836
1555493400.0,0.2567408392890726
1555494300.0,0.2562249029753483
1555495200.0,0.32590884115262864
1555496100.0,0.27455159429609216
1555497000.0,0.2318828871226858
1555497900.0,0.21768663791505038
1555498800.0,0.2576999285191529
1555499700.0,0.2668739027155043
1555500600.0,0.27161986289327555
1555501500.0,0.27429913669333533
1555502400.0,0.3421450050068523
1555503300.0,0.3124752320465739
1555504200.0,0.25082462943216544
1555505100.0,0.2851035243203336
1555506000.0,0.25522817370008716
1555506900.0,0.2799548838779326
1555507800.0,0.29010112166454133
1555508700.0,0.2651862391877196
1555509600.0,0.25893641296477204
1555510500.0,0.2907887417425781
1555511400.0,0.32062564953110806
1555512300.0,0.22376905212442608
1555513200.0,0.24421988380492346
1555514100.0,0.2748946995026503
1555515000.0,0.2240478984596706
1555515900.0,0.2577680421896758
1555516800.0,0.33889947070071197
1555517700.0,0.3302332856616419
1555518600.0,0.20417641828649088
1555519500.0,0.25251693078876847
1555520400.0,0.2859817418832922
1555521300.0,0.3161664364880566
1555522200.0,0.2748383518232395
1555523100.0,0.26439816227917
1555524000.0,0.26351880659152427
1555524900.0,0.32075837104749905
1555525800.0,0.28716869188324184
1555526700.0,0.2516623093652632
1555527600.0,0.3047599930005203
1555528500.0,0.23609989611579768
1555529400.0,0.20102567833292997
1555530300.0,0.2531809416478128
1555531200.0,0.2219126946208215
1555532100.0,0.3100153803019293
1555533000.0,0.29462040735084033
1555533900.0,0.18058474335636962
1555534800.0,0.1922628091818813
1555535700.0,0.2980063173853479
1555536600.0,0.3937045026987466
1555537500.0,0.1693453474953907
1555546500.0,0.2322194237088961
1555547400.0,0.4092716258803264
1555548300.0,0.29511095323085607
1555549200.0,0.26421275041472475
1555550100.0,0.3191469879316986
1555551000.0,0.3852412996570291
1555551900.0,0.26429449188927245
1555552800.0,0.24085169969116174
1555553700.0,0.21368405957667264
1555554600.0,0.27641738248805053
1555555500.0,0.2831184866482382
1555556400.0,0.22427393118917385
1555557300.0,0.28211148430001204
1555558200.0,0.2118315245989146
1555559100.0,0.2099819156148108
1555560000.0,0.22848040206663597
1555560900.0,0.26355445265998406
1555561800.0,0.22827992693553795
1555562700.0,0.22450246468401094
1555563600.0,0.2811745017870567
1555564500.0,0.23034792592767575
1555565400.0,0.2855221366465635
1555566300.0,0.2632921670563305
1555567200.0,0.35501574025047233
1555568100.0,0.22974944487094906
1555569000.0,0.1869896535800613
1555569900.0,0.3028246949427359
1555570800.0,0.2767706402110098
1555571700.0,0.21363273353686985
1555572600.0,0.31080618019623113
1555573500.0,0.21238840244146126
1555574400.0,0.2519257648665766
1555575300.0,0.17523982715832623
1555576200.0,0.26848043378975217
1555577100.0,0.27550090460808263
1555578000.0,0.2863553945348899
1555578900.0,0.3091676323110526
1555579800.0,0.25634097135288286
1555580700.0,0.31158001843800964
1555581600.0,0.3363046396895413
1555582500.0,0.2582814043266266
1555583400.0,0.23938820201253738
1555584300.0,0.23000077381728268
1555585200.0,0.2363128901417757
1555586100.0,0.2300324760994231
1555587000.0,0.32688886820115814
1555587900.0,0.2329595841807948
1555588800.0,0.2940483087403092
1555589700.0,0.2113283445975565
1555590600.0,0.34817340503429894
1555591500.0,0.2378008766494982
1555592400.0,0.2787686638366202
1555593300.0,0.2733679169120821
1555594200.0,0.28433382201736523
1555595100.0,0.264835860331928
1555596000.0,0.28615020565484045
1555596900.0,0.24213171233809816
1555597800.0,0.2874615404554636
1555598700.0,0.26230470184241944
1555599600.0,0.23412129167977327
1555600500.0,0.297657943546201
1555601400.0,0.2694452215460431
1555602300.0,0.18550000127155195
1555603200.0,0.268093896407982
1555604100.0,0.20558435362497227
1555605000.0,0.27833001191390655
1555605900.0,0.27474418906459946
1555606800.0,0.2551501863307402
1555607700.0,0.29855528824651933
1555608600.0,0.2069425561025039
1555609500.0,0.2487109854792471
1555610400.0,0.23402574535720128
1555611300.0,0.24973153470832202
1555612200.0,0.2464886010129037
1555613100.0,0.20506425587628763
1555614000.0,0.3297448375018959
1555614900.0,0.31649002285617417
1555615800.0,0.31885382519095445
1555616700.0,0.27090147898070144
1555617600.0,0.19706320506256483
1555618500.0,0.2799873016006167
1555619400.0,0.3114439233754004
1555620300.0,0.2732925670776373
1555621200.0,0.2676578862767451
1555622100.0,0.2334298024409117
1555623000.0,0.26845416556184276
1555623900.0,0.22451353691576842
1555632900.0,0.3686886821079476
1555633800.0,0.2580945891981216
1555634700.0,0.2838456544322155
1555635600.0,0.20653937792168495
1555636500.0,0.24443880468779147
1555637400.0,0.36239958261125976
1555638300.0,0.16741708658166918
1555639200.0,0.3746793475300557
1555640100.0,0.20380162233921253
1555641000.0,0.3308181728379767
1555641900.0,0.2884426388817173
1555642800.0,0.2724496986536814
1555643700.0,0.2605789875197438
1555644600.0,0.20243788053592746
1555645500.0,0.2572047102971518
1555646400.0,0.3318154005217489
1555647300.0,0.2804951554702872
1555648200.0,0.21170996832020914
1555649100.0,0.289323504410919
1555650000.0,0.22123060566510522
1555650900.0,0.28155376590346787
1555651800.0,0.2560061392412562
1555652700.0,0.1967540374652449
1555653600.0,0.2217071617980509
1555654500.0,0.21206473157354278
1555655400.0,0.2776532606018571
1555656300.0,0.23835882822883192
1555657200.0,0.24356165551999806
1555658100.0,0.27483989536450715
1555659000.0,0.24654450012740764
1555659900.0,0.31717033843191156
1555660800.0,0.2785311221114899
1555661700.0,0.28058533862271123
1555662600.0,0.3019196649593052
1555663500.0,0.272850683541692
1555664400.0,0.2916862348961317
1555665300.0,0.2782254044266528
1555666200.0,0.3363810870389417
1555667100.0,0.2283497434030218
1555668000.0,0.2905916892771221
1555668900.0,0.22153662926793982
1555669800.0,0.24641295850234884
1555670700.0,0.27136174562689674
1555671600.0,0.09203789443608566
1555672500.0,0.3412582962607057
1555673400.0,0.23729266763123222
1555674300.0,0.28549758836098543
1555675200.0,0.23711917192190857
1555676100.0,0.2265528780833561
1555677000.0,0.33485807629645603
1555677900.0,0.32781913865086587
1555678800.0,0.24080089766195326
1555679700.0,0.21379597952328477
1555680600.0,0.24528467441356266
1555681500.0,0.24095110915497517
1555682400.0,0.24369120390664104
1555683300.0,0.1768469276651651
1555684200.0,0.20158251296978258
1555685100.0,0.24669914527539558
1555686000.0,0.24605907131577714
1555686900.0,0.3167230124455674
1555687800.0,0.2459524625734514
1555688700.0,0.29556427662395435
1555689600.0,0.24087551597013923
1555690500.0,0.18698796967695236
1555691400.0,0.22276758815673572
1555692300.0,0.19731106037497603
1555693200.0,0.24510576321225314
1555694100.0,0.28241279138006575
1555695000.0,0.1690791864262523
1555695900.0,0.36140752874977206
1555696800.0,0.3329915960021194
1555698600.0,0.2683509869498152
1555699500.0,0.2755673183824033
1555700400.0,0.3137887212922374
1555701300.0,0.2058419317022067
1555702200.0,0.22814001138578152
1555703100.0,0.42085058493403066
1555704000.0,0.2117352982210409
1555704900.0,0.18886047632975264
1555705800.0,0.3665957915924351
1555706700.0,0.22201244018672056
1555707600.0,0.2760277838155973
1555708500.0,0.2721210494815023
1555709400.0,0.27535229028924735
1555710300.0,0.38533926777419986
1555719300.0,0.3426745759175531
1555720200.0,0.29057687518743586
1555721100.0,0.26945347609084835
1555722000.0,0.375759308426164
1555722900.0,0.31877532157175414
1555723800.0,0.336680511866592
1555724700.0,0.24289867130180232
1555725600.0,0.2354198286440416
1555726500.0,0.2785890917525042
1555727400.0,0.2655915022894463
1555728300.0,0.2233163714841263
1555729200.0,0.3710948578800354
1555730100.0,0.28116699094425834
1555731000.0,0.29169418499635436
1555731900.0,0.29475947267859537
1555732800.0,0.27462282454297177
1555733700.0,0.20002158050556518
1555734600.0,0.2598914219565855
1555735500.0,0.37946917249699436
1555736400.0,0.3020788371890397
1555737300.0,0.2698973899557458
1555738200.0,0.31904211484561484
1555739100.0,0.2360305336210531
1555740000.0,0.34137022223836944
1555740900.0,0.29709149249693306
1555741800.0,0.26003145393442745
1555742700.0,0.3002166652060874
1555743600.0,0.3266733268770605
1555744500.0,0.24330686017709333
1555745400.0,0.31375307305094047
1555746300.0,0.3832227965919446
1555747200.0,0.33962756855353865
1555748100.0,0.4077102225755876
1555749000.0,0.33823865352827065
1555749900.0,0.0002165105264554192
1555750800.0,0.5960341454574285
1555751700.0,0.2439783842916549
