arsnr,mse,date,class
13.08865182,0.150664112,1558354500,0
10.61985022,0.301201563,1558356300,0
6.370320635,0.375012488,1558357200,0
11.82417892,0.263533385,1558358100,0
11.84795679,0.220717451,1558359000,0
12.39017915,0.174431158,1558359900,0
11.21072521,0.284179995,1558360800,0
10.38880759,0.309588405,1558361700,0
12.68808636,0.158183994,1558362600,0
12.43165051,0.178412486,1558363500,0
12.75779597,0.150024072,1558364400,0
12.55980229,0.141032556,1558365300,0
12.29032239,0.210954543,1558366200,0
12.00655952,0.225628894,1558367100,0
12.61460896,0.178637048,1558368000,0
11.93816195,0.233665841,1558368900,0
12.62369234,0.216274369,1558369800,0
12.87500602,0.155360011,1558370700,0
12.24334202,0.20046662,1558371600,0
12.3038235,0.209713735,1558372500,0
12.94914265,0.165416199,1558373400,0
12.43055767,0.191776057,1558374300,0
12.71052178,0.202189731,1558375200,0
12.44865106,0.194539257,1558376100,0
12.37573699,0.194230561,1558377000,0
13.20406223,0.133053317,1558377900,0
13.0945524,0.150435083,1558378800,0
13.0314535,0.167909224,1558379700,0
13.11570028,0.149863466,1558380600,0
13.11162263,0.149340017,1558381500,0
13.32553654,0.102209196,1558382400,0
13.78550607,0.088597469,1558383300,0
12.78409024,0.175129835,1558384200,0
13.5260673,0.121483883,1558385100,0
13.287099,0.14497916,1558386000,0
13.5423778,0.1119833,1558386900,0
13.39962695,0.107902632,1558387800,0
13.79554443,0.099158671,1558388700,0
14.15973785,0.043488971,1558397700,0
14.24172335,0.063470945,1558398600,0
13.85715002,0.104591132,1558399500,0
13.57223044,0.118497492,1558400400,0
13.56609133,0.100653415,1558401300,0
14.01725098,0.117568408,1558402200,0
13.92912503,0.085671487,1558403100,0
13.47894109,0.103024482,1558404000,0
13.43606841,0.165386505,1558404900,0
12.64072653,0.14097554,1558405800,0
13.35302937,0.132405346,1558406700,0
12.99992125,0.135033834,1558407600,0
12.96980718,0.149962932,1558408500,0
13.04379821,0.134788392,1558409400,0
13.02475032,0.128013497,1558410300,0
11.76920821,0.198201724,1558411200,0
12.13778272,0.208069534,1558412100,0
12.00818976,0.218591253,1558413000,0
11.7789564,0.200710863,1558413900,0
12.48896856,0.14175898,1558414800,0
11.55923662,0.205073795,1558415700,0
11.93001222,0.209266611,1558416600,0
11.9492489,0.210441672,1558417500,0
11.815945,0.22560175,1558418400,0
11.96644412,0.203800892,1558419300,0
11.67487926,0.248743602,1558420200,0
13.11701188,0.159418198,1558421100,0
12.53215473,0.192234476,1558422000,0
9.753333653,0.329761468,1558422900,0
7.149455597,0.34879922,1558423800,0
7.851846423,0.318481233,1558424700,0
5.455004257,0.457750318,1558425600,0
7.034627476,0.401709015,1558426500,0
7.759497007,0.362122864,1558427400,0
7.438203041,0.382719672,1558428300,0
7.729671903,0.366544251,1558429200,0
6.099336272,0.461946361,1558430100,0
7.054310999,0.438333372,1558431000,0
7.464734206,0.39440207,1558431900,0
7.867713291,0.394519922,1558432800,0
8.157022731,0.38273118,1558433700,0
7.910943301,0.341859245,1558434600,0
8.00042923,0.350657183,1558435500,0
8.636111724,0.326544174,1558436400,0
8.574777308,0.332304896,1558437300,0
8.14724924,0.325207756,1558438200,0
8.67412522,0.338020399,1558439100,0
7.857437203,0.352420108,1558440000,0
8.777836793,0.320064929,1558440900,0
9.037624515,0.292178981,1558441800,0
8.055180366,0.363616445,1558442700,0
8.974991758,0.360681543,1558443600,0
8.609118188,0.360130568,1558444500,0
9.735869844,0.282117453,1558445400,0
8.869746441,0.291447906,1558446300,0
8.201372316,0.32971381,1558447200,0
8.42746607,0.352204721,1558448100,0
8.74400543,0.321358805,1558449000,0
9.925757723,0.277172882,1558449900,0
8.913334158,0.318302755,1558450800,0
8.396653445,0.396175662,1558451700,0
9.519939725,0.265310768,1558452600,0
9.512375868,0.281034942,1558453500,0
9.242202555,0.269671451,1558454400,0
9.207904026,0.259410041,1558455300,0
8.898182936,0.310757289,1558456200,0
7.639803991,0.328285748,1558457100,0
9.100780654,0.299995496,1558458000,0
8.787311018,0.274671636,1558458900,0
9.341632469,0.290643768,1558459800,0
9.711604317,0.267822675,1558460700,0
9.319219364,0.260793549,1558461600,0
8.964803751,0.303497074,1558462500,0
9.394261561,0.278863845,1558463400,0
9.796507099,0.261977246,1558464300,0
9.887207721,0.263999172,1558465200,0
7.991663619,0.294926894,1558466100,0
7.456727891,0.2775718,1558467000,0
7.850819257,0.203501779,1558467900,0
8.350731071,0.265113145,1558468800,0
8.606138051,0.235432971,1558469700,0
8.380747021,0.30450598,1558470600,0
7.625704585,0.278810593,1558471500,0
6.689084798,0.322608757,1558496700,0
5.97381553,0.370047434,1558497600,0
6.390974821,0.35815348,1558498500,0
6.262820634,0.387997846,1558499400,0
6.202766863,0.405828679,1558500300,0
6.244962234,0.355370317,1558501200,0
7.018492176,0.284505308,1558502100,0
5.65698723,0.43957712,1558507500,0
5.690586465,0.420931239,1558508400,0
5.24558143,0.428657484,1558509300,0
5.973413103,0.371517993,1558510200,0
5.880232317,0.369591098,1558511100,0
5.514817054,0.389269508,1558512000,0
5.823779964,0.388547613,1558512900,0
5.289891122,0.429615176,1558513800,0
5.163739612,0.431962754,1558514700,0
5.747532759,0.430862245,1558515600,0
6.062537306,0.4045356,1558516500,0
6.181320174,0.392462937,1558517400,0
6.822081789,0.351412913,1558518300,0
6.504346044,0.369703923,1558519200,0
6.69901204,0.339484974,1558520100,0
6.918472931,0.371633407,1558521000,0
6.021996375,0.406940728,1558521900,0
6.904211544,0.359361938,1558522800,0
5.654054499,0.42276252,1558523700,0
6.963996258,0.348231054,1558524600,0
7.146885624,0.334027794,1558525500,0
7.160982832,0.334238933,1558526400,0
7.638732043,0.312057765,1558527300,0
7.641672783,0.340362569,1558528200,0
6.572203834,0.331958554,1558529100,0
7.942717195,0.310311936,1558530000,0
8.245368323,0.288667551,1558530900,0
7.755963436,0.309022719,1558531800,0
7.738126255,0.300671307,1558532700,0
8.116770298,0.310005537,1558533600,0
7.747634551,0.297109397,1558534500,0
7.495758967,0.300101734,1558535400,0
7.109814984,0.325342611,1558536300,0
7.828511902,0.332847218,1558537200,0
7.676285,0.319846015,1558538100,0
7.155948435,0.371682044,1558539000,0
9.136165946,0.261178894,1558539900,0
8.331951735,0.299987749,1558540800,0
7.792952616,0.318862965,1558541700,0
8.747543919,0.252834845,1558542600,0
8.100739385,0.305542285,1558543500,0
8.328124884,0.309763802,1558544400,0
8.043434866,0.29178991,1558545300,0
7.212766149,0.334851761,1558546200,0
8.052618592,0.252611828,1558547100,0
8.366893657,0.330514266,1558548000,0
9.47888839,0.221565734,1558548900,0
8.569306285,0.262510483,1558549800,0
7.5316419,0.340452112,1558550700,0
6.811908526,0.350150328,1558551600,0
8.206455475,0.298379208,1558552500,0
8.406322978,0.295411137,1558553400,0
5.496732559,0.416150689,1558554300,0
7.106177251,0.317402134,1558555200,0
6.913013933,0.352106325,1558556100,0
7.693201747,0.257078412,1558557000,0
5.557555584,0.382577218,1558557900,0
8.024536463,0.217278907,1558558800,0
8.749946707,0.232253768,1558559700,0
6.560224081,0.328751016,1558560600,0
7.788354647,0.341644462,1558561500,0
6.388027625,0.348814045,1558569600,0
7.519774129,0.328005957,1558570500,0
8.262891049,0.260653754,1558571400,0
8.111153163,0.262306093,1558572300,0
7.007782703,0.330437935,1558573200,0
7.922824196,0.249594835,1558574100,0
8.914785922,0.202816446,1558575000,0
7.362344448,0.28082436,1558575900,0
8.701246688,0.253011767,1558576800,0
8.949600358,0.22200938,1558577700,0
6.606102267,0.29787495,1558578600,0
8.319307486,0.261727899,1558579500,0
7.608821123,0.317198668,1558580400,0
7.269344496,0.3355267,1558581300,0
7.04992855,0.342877163,1558582200,0
6.693837843,0.358365907,1558583100,0
6.950190644,0.309312896,1558584000,0
5.840975319,0.406708327,1558584900,0
6.455238053,0.347541206,1558585800,0
5.942130019,0.382075645,1558586700,0
5.923628773,0.375773789,1558587600,0
5.052270425,0.432312273,1558588500,0
6.05098517,0.362080287,1558589400,0
5.642478517,0.406503176,1558590300,0
5.398549292,0.430755899,1558591200,0
5.513196403,0.374704439,1558592100,0
5.027188348,0.436190306,1558593000,0
4.901063266,0.425356212,1558593900,0
4.875406925,0.434263763,1558594800,0
4.511837471,0.444271744,1558595700,0
5.101153538,0.410544158,1558596600,0
5.173137651,0.42694445,1558597500,0
5.270479549,0.400532147,1558598400,0
4.43376645,0.466903361,1558599300,0
5.530680164,0.39123162,1558600200,0
5.280413616,0.396796111,1558601100,0
5.59675606,0.36652027,1558602000,0
5.199995178,0.416299816,1558602900,0
5.64463149,0.404366483,1558603800,0
5.209597849,0.428737892,1558604700,0
5.494522341,0.415142574,1558605600,0
6.011917877,0.389078189,1558606500,0
5.615275451,0.418858518,1558607400,0
5.757429657,0.401207919,1558608300,0
6.413537384,0.329426262,1558609200,0
6.251653189,0.372043286,1558610100,0
6.546681834,0.353428438,1558611000,0
6.485331101,0.360305818,1558611900,0
6.352990516,0.373600029,1558612800,0
6.351658734,0.363135451,1558613700,0
7.077114351,0.345560508,1558614600,0
6.529786872,0.370743615,1558615500,0
7.098155627,0.329320492,1558616400,0
7.484584084,0.318849427,1558617300,0
7.012730435,0.380844796,1558618200,0
6.774619812,0.392000609,1558619100,0
6.791302121,0.380234333,1558620000,0
8.081639877,0.286263004,1558620900,0
7.440123522,0.332110393,1558621800,0
7.11055513,0.355622368,1558622700,0
6.830212675,0.347788853,1558623600,0
7.923745911,0.289888643,1558624500,0
7.435707436,0.314717522,1558625400,0
7.597551107,0.312525385,1558626300,0
7.327550089,0.299672283,1558627200,0
7.481025694,0.329383815,1558628100,0
7.362350323,0.364337959,1558629000,0
7.978274284,0.275366235,1558629900,0
7.83035026,0.288762292,1558630800,0
