0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123
-0.021469587,0.029314026,-0.039955035,0.0475945,-0.06102322,0.0750791,-0.086888134,0.10284653,0.108032644,-0.03376542,0.01982646,-0.062952556,0.027311627,-0.08552286,0.014831775,-0.06954696,0.07691532,-0.031974774,0.04363787,-0.0042039095,-0.04177815,0.10399208,-0.077997066,0.07769217,-0.031142063,0.01682693,-0.020707035,0.042415217,-0.07289283,0.03667882,-0.0056464844,0.09227964,-0.058686454,0.017718771,-0.08300876,0.008398025,-0.0039026134,0.11691044,-0.07510893,0.0075157657,-0.14243321,0.020483125,0.067698956,-0.073911734,-0.04998271,0.027772024,0.0045722723,0.018857822,0.0037441954,0.05678704,-0.042302378,0.019237839,0.07926701,0.04152888,-0.06598573,-0.04338076,-0.07867683,0.10768437,-0.08053154,-0.038581405,-0.01373956,-0.0102882655,-0.009010214,-0.012123969,0.010626538,-0.013950836,0.122315146,-0.057796825,0.025783958,-0.05219731,0.044824053,-0.02946408,0.052052245,-0.014815195,0.1068232,-0.051582787,0.032622624,-0.013368783,0.0330843,-0.076608464,0.0920627,-0.04200046,-0.005261065,0.028929114,0.007378408,-0.08603454,-0.03245554,0.06215806,-0.10424418,-0.0147909,0.022127336,0.051876828,0.076731406,-0.12100517,0.08483439,0.039634224,0.005209289,-0.028475588,-0.0121677,0.1820498,0.014376901,0.111775994,-0.019744871,-0.010168301,-0.13708211,0.0784786,0.09350611,0.008874377,-0.052996982,-0.067068405,-0.13164294,0.10619618,0.08261142,0.091383435,-0.09419913,-0.08007847,-0.02613383,-0.021081896,-0.005897819,-0.011086,0.15097003,0.046126887,-0.06300573,-0.006822089
-0.021632157,0.029500594,-0.040200125,0.047775403,-0.061211348,0.07513334,-0.0868431,0.10239958,0.10781846,-0.033498004,0.019279916,-0.062729515,0.028134381,-0.08498461,0.013085607,-0.06954391,0.07705532,-0.032546937,0.043148175,-0.0042000143,-0.04038364,0.10237243,-0.07515062,0.074322216,-0.030666493,0.014749698,-0.022772772,0.043404955,-0.06894927,0.038364526,-0.0037723584,0.08913639,-0.06035769,0.017835936,-0.081295244,0.0077918456,-0.0066612973,0.111372985,-0.07043616,0.0052386746,-0.1316603,0.01850365,0.064713486,-0.07022528,-0.045363426,0.027786566,-5.2294978e-05,0.015506023,-0.0017497047,0.054304086,-0.042474747,0.021266127,0.079098925,0.03806409,-0.061223343,-0.0391427,-0.06954732,0.09558761,-0.073165216,-0.029675683,-0.012882036,-0.013864673,-0.006661322,-0.01305466,0.004345803,-0.016657561,0.10333241,-0.04905965,0.022741625,-0.044548504,0.03695977,-0.022231529,0.03665916,-0.009306043,0.08267187,-0.041730307,0.02379639,-0.008772735,0.032060325,-0.06251468,0.066802226,-0.029165583,-0.0019730714,0.015835874,0.006750407,-0.06046021,-0.014553975,0.04260598,-0.08491093,-0.009426323,0.021062048,0.038240165,0.044018317,-0.08669493,0.059274204,0.026335461,-0.002973497,-0.01901483,-0.013479031,0.11930826,0.0061233914,0.07152533,-0.010213344,-0.0077209743,-0.08230766,0.056051757,0.06468337,0.007550244,-0.029795786,-0.0359169,-0.090044245,0.063322544,0.04829759,0.049374904,-0.05103108,-0.05193939,-0.018332524,-0.009964068,0.005309016,-0.007765677,0.086746745,0.033972774,-0.03388805,-0.008706708
-0.022125589,0.030038599,-0.040930334,0.04833249,-0.061790504,0.07522405,-0.086577564,0.10109821,0.1069816,-0.032535214,0.01785434,-0.061746385,0.03057085,-0.08286251,0.0079572955,-0.06929866,0.077205956,-0.03350105,0.04097489,-0.0035377187,-0.034640636,0.09833254,-0.067084864,0.0623364,-0.028015833,0.009206919,-0.026853563,0.04723546,-0.05743199,0.041724678,0.001415606,0.08072443,-0.0650217,0.019029323,-0.074538305,0.0064876117,-0.014819859,0.09422571,-0.05678543,-0.0027940578,-0.10284809,0.011743914,0.054655712,-0.057237476,-0.031919137,0.02497246,-0.012505647,0.006714351,-0.019552574,0.04643199,-0.042046327,0.025987735,0.076475136,0.026342329,-0.044694204,-0.031998068,-0.045567997,0.06421119,-0.05402365,-0.010255464,-0.011379529,-0.0234792,0.0034349733,-0.0109223155,-0.013692129,-0.021003349,0.057880405,-0.02223927,0.014564323,-0.021362586,0.015779799,-0.0028823968,-0.0017181135,0.0066691195,0.029280357,-0.029976174,0.0023728015,0.0068467297,0.033102553,-0.016379325,0.0008178124,-0.004515852,0.016150126,-0.024990797,0.003909354,-0.008338373,0.03202122,-0.0052799387,-0.027328214,0.000631796,0.021700185,0.00603746,-0.030574596,-0.004771257,-0.009405064,-0.019120878,-0.024016157,-0.0066033974,-0.006217757,-0.037556548,-0.0014012745,-0.04227245,0.0061558727,-0.013378597,0.053737476,0.0087620625,0.008505643,-0.012609317,0.00725503,0.03311882,0.027626535,-0.06312509,-0.02820385,-0.045535747,0.039843876,0.02697862,0.012030092,0.028244535,0.0313907,0.005199094,-0.05590026,0.02079555,0.052356925,-0.01740244
-0.02229036,0.030212648,-0.041148383,0.048495643,-0.061948925,0.07517801,-0.086333536,0.10040752,0.10613586,-0.031927194,0.01736145,-0.06094193,0.031200016,-0.08123721,0.006095131,-0.068477474,0.07590452,-0.03306563,0.03948312,-0.0028060633,-0.032433435,0.09401919,-0.06133837,0.057026036,-0.025879283,0.006355247,-0.028666416,0.045829345,-0.05014559,0.041344102,0.003964009,0.07315864,-0.06280524,0.018459668,-0.06677558,0.0059389733,-0.016841965,0.08017986,-0.04634677,-0.006195181,-0.0823614,0.0075777154,0.04371159,-0.044084225,-0.022963027,0.02022815,-0.015366891,0.0011029335,-0.025091946,0.037569046,-0.035725556,0.023994856,0.061783496,0.015800972,-0.028255804,-0.024485769,-0.027062377,0.038118582,-0.035440546,-0.0009459711,-0.007797383,-0.021177555,0.009024161,-0.0038258494,-0.018662823,-0.015984265,0.020616313,-0.0011850583,0.007267537,-0.002573543,-0.0014795054,0.008351988,-0.01976722,0.0109596085,-0.005540794,-0.016882801,-0.011601283,0.014172693,0.020373406,0.018370438,-0.035363145,0.011569114,0.021016952,-0.03703488,-0.002231503,0.02186465,0.046737805,-0.0299931,0.021986453,0.0014647989,0.012362578,-0.018822853,-0.057361756,0.048010234,-0.047798734,-0.037382662,-0.022181207,0.0051191226,0.00283318,-0.11972102,-0.0069229105,-0.09603224,0.013064188,-0.012362968,0.113309376,-0.035817873,-0.039070323,-0.023288427,0.020947203,0.059252728,0.09919038,-0.11847315,-0.06542304,-0.08379176,0.078142144,0.0692191,0.032939393,0.03219991,0.022438688,0.015867738,-0.13031392,-0.006334289,0.0770546,-0.010755519
-0.022640998,0.030585747,-0.041640356,0.04884737,-0.062275495,0.07512468,-0.08597826,0.09938814,0.105400965,-0.030974008,0.016555473,-0.05970528,0.032720428,-0.079146676,0.0028509956,-0.06823842,0.07536071,-0.03268777,0.037446212,-0.0012196256,-0.028858658,0.08934391,-0.05421273,0.049077585,-0.02286708,0.0021639152,-0.031943575,0.046216,-0.04048891,0.041452095,0.008334376,0.06625985,-0.06252811,0.01921732,-0.057770304,0.005558152,-0.020825306,0.06433342,-0.03568337,-0.011930269,-0.06358235,0.0024385229,0.031215105,-0.028217781,-0.014406113,0.013737575,-0.019703224,-0.007337738,-0.033749737,0.03003731,-0.031094113,0.021313002,0.048632666,0.0033125656,-0.011535537,-0.022386353,-0.010267342,0.016915808,-0.02396701,0.0041815266,-0.0058469363,-0.017565813,0.017277569,0.008227842,-0.02464205,-0.009810652,-0.0048998096,0.01780198,0.0034425333,0.012478489,-0.01739594,0.017285869,-0.029692128,0.014011261,-0.019330546,-0.016476093,-0.023173805,0.021240627,0.011425154,0.04617722,-0.056457516,0.021601612,0.028248971,-0.043406487,-0.010820937,0.023830527,0.061294574,-0.038818832,0.052668706,-0.010873709,0.0050346768,-0.032851245,-0.05430175,0.07106831,-0.06413501,-0.04645358,-0.013554493,0.013082402,0.004840947,-0.14498371,-0.006488386,-0.117120124,0.012218792,-0.014077907,0.12472133,-0.06091158,-0.04850351,-0.045271393,-0.0018681014,0.058530483,0.12518059,-0.13506581,-0.06883591,-0.092363976,0.06802995,0.0821255,0.052220214,0.018647447,0.0062243445,0.023564912,-0.1425019,-0.013913345,0.073768295,-0.008203073
-0.023886647,0.031870496,-0.043354627,0.050031282,-0.06341056,0.074861355,-0.08477542,0.095701404,0.10285463,-0.027280446,0.014057309,-0.054806575,0.037573684,-0.07116981,-0.008066916,-0.06827938,0.07372594,-0.030745037,0.029878825,0.004107265,-0.015170747,0.07417052,-0.03155316,0.02217891,-0.011908179,-0.01078738,-0.04198933,0.04837582,-0.008342684,0.039271258,0.02438921,0.04780078,-0.060399737,0.022739178,-0.025147423,0.0066812085,-0.031364348,0.010899183,-0.0032443567,-0.029531706,-0.012900182,-0.015857894,-0.017543744,0.027620006,0.007421716,-0.011814909,-0.02978833,-0.032270435,-0.057237975,0.009360342,-0.013936397,0.004258258,-0.0038043947,-0.039677724,0.042828556,-0.021795366,0.037478555,-0.04145512,-0.0031422223,0.0057798675,0.0016721307,0.0068483837,0.04221222,0.06322754,-0.03352387,0.019570941,-0.06927702,0.07034218,0.0014857498,0.04817027,-0.062274452,0.03516094,-0.031034831,0.0073486357,-0.016580516,-0.023438416,-0.048802886,0.033741124,-0.0307521,0.10242262,-0.06285225,0.047638662,0.04181132,-0.02131128,-0.035000596,-0.024363657,0.08238895,-0.013271629,0.09757315,-0.077655025,-0.027254146,-0.06528516,0.027446548,0.07531753,-0.043364823,-0.019479817,0.04270497,0.03972494,-0.0031121802,-0.05908603,-0.0180692,-0.068555616,0.009914495,-0.0015623344,0.02878259,-0.092878655,-0.018662278,-0.082745716,-0.072073795,-0.010902498,0.061374344,-0.042554736,-0.016814124,-0.040539525,-0.05530172,0.013263285,0.06561488,-0.05997353,-0.04963174,0.026931046,-0.038036596,-0.013470852,-0.040607613,-0.008688582
-0.024221659,0.032200824,-0.043773837,0.050248016,-0.06353026,0.07439266,-0.08374036,0.09331827,0.09945071,-0.025272006,0.012944175,-0.051227532,0.03777569,-0.064933285,-0.011356389,-0.06445066,0.067121066,-0.027134705,0.024614895,0.0059605585,-0.009011127,0.05928173,-0.017509712,0.007947708,-0.004948561,-0.0154780345,-0.039810717,0.03921699,0.010453004,0.0299793,0.0280304,0.026290717,-0.04286917,0.018325023,0.0020719822,0.0051337527,-0.027940521,-0.028121304,0.022424797,-0.030321658,0.033980522,-0.022924136,-0.048080064,0.06059567,0.02298107,-0.027219167,-0.023704425,-0.04028269,-0.046620414,-0.015645554,0.009750557,-0.01411991,-0.054226857,-0.058165,0.07177983,-0.00034160912,0.06848307,-0.08583607,0.033829466,0.012673708,0.011207454,0.025755927,0.03503452,0.06831942,-0.018605331,0.034788176,-0.11651115,0.08010171,-0.013227534,0.06102433,-0.06688374,0.033118986,-0.025251592,0.0006035915,-0.04868861,0.02027287,-0.041071456,0.018774308,-0.062166546,0.0946996,-0.052751336,0.04690066,0.011922687,0.012975285,-0.02499189,0.003426156,0.02441327,-0.007012226,0.10147537,-0.049039584,-0.049768254,-0.05782294,0.040752012,0.06961358,-0.020859322,0.014992552,0.054244716,0.038688008,0.002852982,-0.002514524,-0.016371075,0.008234772,0.0059528993,0.028742999,-0.034051828,-0.06099871,-0.031554054,-0.007675705,-0.0016765184,-0.03630907,-0.008973054,0.07248222,0.011067858,0.02742063,-0.058420602,-0.03356155,-0.012142748,-0.05242681,-0.046753842,-0.010030877,0.046450585,-0.048015915,-0.08480505,0.019176653
-0.024564864,0.032571204,-0.0442303,0.050554242,-0.06377197,0.07421224,-0.08324892,0.09196115,0.09814074,-0.023834202,0.012334507,-0.049086686,0.03868721,-0.06156826,-0.014162857,-0.06386538,0.06499895,-0.025356637,0.021882376,0.0077215526,-0.0058604907,0.051828105,-0.00937058,0.0013424208,-0.0009621971,-0.01888413,-0.0419822,0.03539438,0.02099283,0.026712824,0.032481026,0.01939908,-0.036664106,0.017645655,0.014743026,0.0053764186,-0.02685789,-0.04462385,0.031280495,-0.031191984,0.046522096,-0.026536763,-0.063117705,0.075859144,0.025632,-0.035247017,-0.020346144,-0.046281923,-0.04210292,-0.021521026,0.016765598,-0.023470605,-0.07327647,-0.06575761,0.0804645,0.0036124487,0.07398339,-0.09463177,0.035551094,0.00924772,0.015670985,0.035179533,0.03006855,0.073177405,-0.009371354,0.04006679,-0.1213957,0.0729896,-0.014784774,0.05747047,-0.059907157,0.02767538,-0.013133214,-0.006762126,-0.04497238,0.034747664,-0.029737938,0.009711603,-0.07022225,0.07147789,-0.029505959,0.042972732,0.000325043,0.032379348,-0.012783175,0.007979483,-0.0017399641,0.008026615,0.07411459,-0.03384634,-0.05100631,-0.050614174,0.039876074,0.050736777,0.0011855764,0.033190273,0.04920748,0.028416848,0.009849801,0.030373301,-0.023235027,0.042570464,0.009889963,0.039342143,-0.05021909,-0.028092248,-0.03276929,0.03897438,0.055080444,-0.035530552,-0.045072146,0.10235164,0.007915902,0.04042075,-0.030974021,-0.05057339,-0.046758644,-0.021028442,-0.025510387,-0.026798708,0.059751116,-0.043091152,-0.078555465,0.014185481
-0.025271632,0.03331025,-0.045202084,0.05119657,-0.06433021,0.07393768,-0.08238884,0.08964438,0.09627473,-0.021143699,0.011439553,-0.045137215,0.04062348,-0.05593094,-0.019106777,-0.06426279,0.06293205,-0.02233843,0.017315788,0.011878543,-0.0006326554,0.041386567,0.0034515094,-0.007616263,0.0060277916,-0.023677694,-0.04800233,0.029797826,0.035900753,0.022642981,0.04131406,0.014687071,-0.02807005,0.017573308,0.032264672,0.0062845545,-0.023618126,-0.061657764,0.037086535,-0.030241568,0.04784153,-0.028981341,-0.08144645,0.09177768,0.020754097,-0.047086302,-0.011787209,-0.053324774,-0.033270743,-0.019331692,0.019005133,-0.03851717,-0.088273615,-0.068495676,0.07714856,0.0032647601,0.06250303,-0.08431124,0.013989515,-0.004230465,0.021652551,0.043812174,0.013777659,0.0693961,0.010881982,0.037581537,-0.09591351,0.036188632,-0.013603475,0.03556229,-0.025631245,0.010938696,0.0150896525,-0.015991163,-0.021702126,0.051463798,0.0028857377,-0.008758997,-0.06029806,0.008365267,0.015993329,0.023731781,-0.0054487847,0.05264279,0.017373148,0.017888602,-0.035643347,0.03684459,0.0017621121,0.0059434986,-0.035282448,-0.032628987,0.008329292,0.019332739,0.027219333,0.036253355,0.01294104,-0.004040051,0.032307513,0.04007935,-0.031245248,0.05628518,0.012905775,0.03689113,-0.027636817,0.02346454,-0.039284237,0.08698467,0.124930054,-0.010439499,-0.059033304,0.06395606,-0.018768169,0.017891757,0.044217233,-0.039420713,-0.0491714,0.05219545,0.008387022,-0.030226609,0.029478915,0.0009842721,-0.023650283,-0.02008019
-0.025782993,0.03383751,-0.04586732,0.05158011,-0.06456921,0.07346972,-0.08130343,0.087140426,0.093183056,-0.018556861,0.010609355,-0.040747486,0.041133836,-0.049265895,-0.022411337,-0.062133893,0.057444137,-0.01800508,0.012290159,0.0151718315,0.0040919953,0.027932048,0.015829528,-0.016340397,0.012634847,-0.026042568,-0.04760768,0.019089533,0.048792493,0.01488295,0.04582108,0.0044522216,-0.01198247,0.013807903,0.0507291,0.0053683054,-0.015405975,-0.078234866,0.043403868,-0.0233492,0.05634205,-0.027520763,-0.09320761,0.09844777,0.017632023,-0.053936273,0.00095666863,-0.051883493,-0.013430234,-0.022702033,0.024707094,-0.049913175,-0.1004971,-0.060201503,0.064923115,0.013615381,0.04868644,-0.073355265,0.008319189,-0.011131043,0.026552156,0.04516009,-0.0099218255,0.042685345,0.032531906,0.029320909,-0.06665433,-0.006434826,-0.017944878,0.011738847,0.01461973,-0.008672626,0.033318285,-0.018700534,-0.020582322,0.07428119,0.037048817,-0.029265147,-0.038184002,-0.053627785,0.044754203,-0.0056991153,-0.017919114,0.05735478,0.04482201,0.04806013,-0.079684585,0.043011826,-0.057821147,0.066746265,-0.0115850745,0.0017768744,-0.039292905,-0.003335201,0.02982805,0.016174639,-0.03315316,-0.03703555,0.05363175,0.018763978,-0.015704904,0.059868082,0.0050556506,0.016924897,-0.0085149575,0.06125861,-0.056698117,0.10716614,0.12839746,0.01056744,-0.045681905,0.017263545,-0.0137813855,0.021253755,0.09536276,-0.011805481,-0.028994283,0.09316407,0.016873654,-0.020668525,0.017568756,0.030614577,0.01910251,-0.022219986
