0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
-0.027911812,0.03588482,-0.04841927,0.052775063,-0.06505299,0.07055934,-0.07536805,0.074701525,0.07619329,-0.006241416,0.008459505,-0.018844524,0.03863587,-0.016915254,-0.030627904,-0.04885427,0.025589772,0.00515987,-0.008919832,0.02608542,0.016231872,-0.032930594,0.060240258,-0.038662374,0.032139204,-0.022154182,-0.03212371,-0.03606726,0.07614136,-0.019235862,0.050799157,-0.030495234,0.06520544,-0.0143036945,0.09758517,-0.008500618,0.03468467,-0.083576426,0.03305633,0.025996858,0.058973275,0.012306708,-0.06087556,0.031505737,-0.005669809,-0.044695236,0.0536445,-0.015971217,0.0767802,-0.03149876,0.020903146,-0.033123296,-0.041784506,0.043429654,-0.063975744,0.05443681,-0.029226087,0.009171303,0.032208808,-0.018131476,0.009498811,-0.021810748,-0.06686709
-0.028789038,0.03672811,-0.049442004,0.053206574,-0.06510872,0.06916457,-0.072680786,0.069243826,0.06855428,-0.0009609972,0.007945787,-0.009224878,0.036424138,-0.0032708219,-0.032251637,-0.043009948,0.0113339955,0.015222698,-0.016326787,0.029089566,0.018408699,-0.05572618,0.0726442,-0.041067358,0.03567417,-0.016604206,-0.022037217,-0.058158018,0.07657112,-0.0291724,0.04940971,-0.038495153,0.08929958,-0.027255656,0.10030627,-0.015901111,0.052284855,-0.06340166,0.018893892,0.043001287,0.051194943,0.032097846,-0.025303585,-0.015471678,-0.0114047,-0.029202132,0.06183201,-0.0006629713,0.09543409,-0.0352136,0.014251334,-0.00434464,0.0017544603,0.07860687,-0.09937612,0.05845005,-0.042923816,0.030564733,0.057526216,-0.009896009,-0.0054124026,-0.04727131,-0.05025351
-0.0293152,0.037249774,-0.050067615,0.05349084,-0.06515552,0.068380475,-0.0711594,0.066227995,0.06442937,0.0020123865,0.0079045035,-0.003878326,0.03505734,0.004001387,-0.032631926,-0.04036147,0.0039428542,0.020567965,-0.01963182,0.029998833,0.018421458,-0.06655109,0.07675384,-0.039543413,0.035863567,-0.012673601,-0.016092762,-0.06910023,0.07371661,-0.031937316,0.048956335,-0.039398916,0.09764748,-0.034237526,0.09615749,-0.020067897,0.058810502,-0.04608125,0.009493278,0.04792026,0.044717055,0.041918654,-0.0017796998,-0.040728733,-0.012477669,-0.019980012,0.060162243,0.0033855997,0.096932776,-0.03804558,0.011369425,0.013429625,0.022922814,0.087205194,-0.102796726,0.055063926,-0.041641302,0.035270475,0.07155682,-0.0022475314,-0.012392882,-0.05270613,-0.0314222
-0.03019925,0.038076047,-0.051062714,0.05383979,-0.06506078,0.06677662,-0.06818663,0.06055298,0.056239907,0.0071642003,0.007897722,0.005786761,0.03151519,0.017211182,-0.031995133,-0.03417753,-0.010600525,0.02980954,-0.024809917,0.030355453,0.017126763,-0.0840426,0.08133239,-0.03559238,0.033268638,-0.0042387284,-0.0022586042,-0.08455216,0.06201496,-0.03477625,0.044346515,-0.041596085,0.105342835,-0.04556339,0.07987928,-0.026081247,0.06358951,-0.013088514,-0.0044231676,0.049577896,0.036960546,0.0536961,0.043364335,-0.07872619,-0.0061703864,0.001162459,0.047717515,0.011954685,0.08229162,-0.043067772,0.012590859,0.045830734,0.05054679,0.08202762,-0.07490812,0.041960545,-0.027397055,0.03598205,0.09009044,0.018038206,-0.020495977,-0.043103933,0.011049854
-0.03095727,0.03878735,-0.051912736,0.054181587,-0.065113336,0.065743424,-0.06628271,0.056973472,0.051641915,0.010645165,0.008428281,0.012142459,0.029305523,0.025134038,-0.031223608,-0.032280773,-0.01839037,0.035392728,-0.026701106,0.030367466,0.014551096,-0.09229575,0.08135734,-0.029432336,0.029263789,0.001424801,0.004767187,-0.09207867,0.051992256,-0.031832524,0.045581292,-0.03786369,0.103374965,-0.051898975,0.0654466,-0.029513026,0.062079314,0.0113009745,-0.012761846,0.044772655,0.030811172,0.058733325,0.070940256,-0.09544909,2.7287308e-05,0.010287571,0.036793113,0.0082279155,0.06748522,-0.048477136,0.01744843,0.061800733,0.057068847,0.06711674,-0.0411289,0.032104883,-0.015087772,0.033127908,0.098192,0.030627139,-0.019888967,-0.02663253,0.03364724
-0.03191269,0.03969501,-0.05300537,0.0546214,-0.06523211,0.06449047,-0.064129815,0.05294656,0.046930738,0.01461675,0.00949083,0.019282589,0.02662493,0.033428095,-0.029728781,-0.03177117,-0.026231313,0.041048925,-0.02741855,0.029738154,0.009872385,-0.09814306,0.07810523,-0.019904446,0.02218424,0.0076560355,0.012545864,-0.09650489,0.038010646,-0.024281973,0.049980875,-0.030440545,0.093259774,-0.057607044,0.045792237,-0.031144489,0.054821048,0.0362831,-0.017684031,0.033220734,0.025527846,0.058049496,0.0950897,-0.10077516,0.009517267,0.016701594,0.021928223,-0.0025450054,0.048449222,-0.055665676,0.02887228,0.069672555,0.04832599,0.03841746,0.011235789,0.021818455,-0.0028932912,0.028846735,0.09438244,0.041874986,-0.011664292,0.0020568199,0.045127634
-0.032163963,0.039873865,-0.053132582,0.05436758,-0.06453402,0.06278953,-0.061162606,0.0475387,0.037154738,0.017716374,0.008677828,0.0261214,0.02099073,0.043428168,-0.025868017,-0.019926762,-0.04139463,0.045406923,-0.030495573,0.0239748,0.0096493,-0.10572054,0.07123703,-0.017674204,0.015611856,0.01465679,0.03389782,-0.09478033,0.019090593,-0.027331302,0.027422922,-0.039193552,0.081431486,-0.05675731,0.017982084,-0.026913265,0.04081908,0.049204975,-0.014747978,0.020250985,0.021117844,0.040298562,0.11086149,-0.092683345,0.020469477,0.040938247,-0.004295932,0.019685417,0.014537782,-0.04069173,0.030866528,0.0629431,0.044318832,0.0001223866,0.061286066,-0.007923373,0.00980277,0.023158431,0.036564965,0.0504477,-0.0099870255,0.025557231,0.04896872
-0.03321702,0.04079833,-0.05415614,0.05449357,-0.063938744,0.06019392,-0.056744263,0.039740577,0.02533137,0.023118831,0.0094878655,0.036967654,0.013157336,0.056819186,-0.019495947,-0.010409983,-0.058723554,0.05143934,-0.031310953,0.015793584,0.0034175848,-0.110078216,0.056928303,-0.0051725954,0.00070955855,0.023112101,0.05711348,-0.087093055,-0.0103072105,-0.019270947,0.013739072,-0.04001829,0.05084192,-0.054670203,-0.022976173,-0.018505657,0.013671859,0.06483182,-0.0052135643,-0.0065254187,0.016014298,0.010499914,0.12049442,-0.059412036,0.035481926,0.057598624,-0.032828987,0.024102686,-0.022830268,-0.027020978,0.0413394,0.037516102,0.016462637,-0.054968458,0.1298892,-0.035264444,0.014168912,0.01832914,-0.037909172,0.053207826,0.0039390964,0.05807262,0.02807343
-0.033514656,0.041032214,-0.05439478,0.054380607,-0.06347268,0.058913983,-0.054530565,0.0359012,0.018854406,0.02512427,0.009406449,0.041463315,0.008944889,0.062705964,-0.015988464,-0.0035462636,-0.067152575,0.053022787,-0.03172726,0.010452181,0.001995894,-0.11022124,0.04810946,-0.0014761147,-0.0053999703,0.026356883,0.0693249,-0.079760626,-0.023505392,-0.017973216,0.0014588472,-0.042324606,0.035213586,-0.049878553,-0.041188773,-0.0126409065,8.1388665e-05,0.065350816,0.00065774855,-0.017250417,0.012027919,-0.006979626,0.113965295,-0.038220353,0.038180605,0.06426625,-0.044745997,0.03281827,-0.038093463,-0.013946852,0.03829138,0.01887131,0.0055303634,-0.07214743,0.13994026,-0.047390327,0.0151024265,0.012374592,-0.07465009,0.04632509,0.0061311545,0.05953669,0.015362395
-0.03402007,0.04145998,-0.054839958,0.054339714,-0.063018575,0.057412103,-0.05203263,0.03171038,0.012312782,0.027397767,0.009881755,0.046395224,0.0041845064,0.068456076,-0.011559482,0.0019397895,-0.07501419,0.053939167,-0.030912822,0.0042020464,-0.0009767178,-0.1073076,0.03677192,0.0038945156,-0.013231952,0.02857007,0.08049606,-0.06859708,-0.03707283,-0.013750701,-0.006020341,-0.04263098,0.015105025,-0.04253151,-0.05739284,-0.0041760765,-0.015492631,0.058868304,0.008864224,-0.027658321,0.007886707,-0.027521394,0.09745048,-0.009654645,0.03730218,0.064930886,-0.04985591,0.036312673,-0.042593695,-0.0012735542,0.032672312,-0.005822217,-0.0072697084,-0.07822993,0.12969002,-0.051059335,0.010691851,0.0059694056,-0.098558046,0.0340967,0.00785053,0.04927314,-0.0008740879
-0.034768093,0.042112026,-0.05555925,0.05443047,-0.06266854,0.055833463,-0.04951146,0.027592795,0.0065854657,0.029661657,0.0110863745,0.05122153,-0.0008949983,0.07310752,-0.0063135945,0.0048190635,-0.08095718,0.05366945,-0.028319685,-0.0029012014,-0.0054554194,-0.100854605,0.023558319,0.011466032,-0.022118306,0.028641982,0.08835046,-0.054909177,-0.048533466,-0.006914491,-0.0055406257,-0.04112142,-0.0064916434,-0.034021214,-0.06841209,0.005762646,-0.030698897,0.045656543,0.018484958,-0.03541339,0.0038197208,-0.04796832,0.07605874,0.021135485,0.031405438,0.059934374,-0.045397922,0.033390377,-0.02960344,0.0068841185,0.024430212,-0.0338604,-0.01612423,-0.06907464,0.09753238,-0.047045905,0.0031129275,0.0006827663,-0.10045695,0.022836806,0.005111541,0.026460366,-0.013889897
-0.035490856,0.04272233,-0.056213066,0.05441711,-0.062166434,0.054001644,-0.0466627,0.022991752,4.8537266e-05,0.03174558,0.012233547,0.05585353,-0.0067154896,0.077453375,-0.00022560068,0.008844814,-0.08687205,0.051966682,-0.025420051,-0.011326097,-0.008982115,-0.09148667,0.0078487005,0.017023139,-0.030285936,0.027468624,0.096693814,-0.03665691,-0.05833553,-0.0017595632,-0.00649932,-0.03977907,-0.028447162,-0.021298328,-0.075055294,0.01736328,-0.04381053,0.024455128,0.026642956,-0.038088504,-0.001520971,-0.06747297,0.042799644,0.050033145,0.01989347,0.052922156,-0.03743977,0.033228908,-0.009904854,0.016920334,0.007953526,-0.059054602,-0.02014392,-0.047172323,0.04201787,-0.038607564,-0.00046782603,-0.009953554,-0.088064425,0.0060277213,-0.0024918711,-0.0062194588,-0.019908035
-0.035835683,0.042994957,-0.056480087,0.05430712,-0.061736822,0.052836746,-0.044845633,0.020066313,-0.004398006,0.032723743,0.01256617,0.058158528,-0.0103855515,0.07951255,0.0036149432,0.012517502,-0.09003815,0.050074868,-0.023881031,-0.016697196,-0.009741829,-0.08432465,-0.00198527,0.018644715,-0.033771895,0.02619011,0.09995804,-0.023938242,-0.06276333,-0.00069148646,-0.01060149,-0.038681418,-0.03982355,-0.0118809845,-0.07630264,0.023704004,-0.04931259,0.010671639,0.029390851,-0.03650325,-0.0057266913,-0.07579479,0.019215614,0.06319479,0.010794837,0.047246035,-0.031613845,0.036375944,-0.0003599231,0.024665296,-0.0057425965,-0.0690248,-0.018778438,-0.030228766,0.0021509915,-0.03290202,0.0013561577,-0.018026432,-0.07380005,-0.005612644,-0.009357219,-0.026599934,-0.019217845
-0.036596965,0.043662842,-0.057194244,0.054378476,-0.061324075,0.051255524,-0.04252589,0.01661629,-0.008594753,0.033889003,0.014197201,0.06095785,-0.015389002,0.08115712,0.00940634,0.013262814,-0.09218473,0.046723317,-0.020102616,-0.024448246,-0.012882774,-0.0728552,-0.015297236,0.022669671,-0.038630467,0.021711517,0.102931015,-0.007453079,-0.0645716,0.0014596992,-0.003937428,-0.037138626,-0.051940102,0.00029712863,-0.07119029,0.032423742,-0.05192402,-0.011861392,0.031428028,-0.029131524,-0.009621892,-0.084349245,-0.007925316,0.07217816,-0.0031964493,0.04225986,-0.019129705,0.035957675,0.025818376,0.025996504,-0.02332144,-0.07357089,-0.012158771,-0.003178366,-0.049789988,-0.02386392,0.008520855,-0.028483935,-0.04482081,-0.011566389,-0.020760426,-0.05047972,-0.0088667795
-0.03696047,0.043941244,-0.057472978,0.05430205,-0.060937572,0.05017707,-0.040896587,0.014192498,-0.01207097,0.03430328,0.014724675,0.062269807,-0.01875517,0.08175394,0.013198863,0.015510401,-0.09293619,0.043691993,-0.018083638,-0.028865293,-0.013197566,-0.06412395,-0.023525039,0.02283745,-0.039639153,0.018930063,0.102719605,0.004403231,-0.06448114,0.0007616241,-0.004742662,-0.035079658,-0.05742479,0.009354133,-0.06620165,0.036236506,-0.05110074,-0.0244606,0.029723188,-0.02273702,-0.012547586,-0.08437154,-0.026718378,0.07278529,-0.01198356,0.036800873,-0.012672244,0.037413087,0.03381121,0.028570715,-0.035281684,-0.069894634,-0.0071942266,0.012696759,-0.07888488,-0.01786395,0.01419726,-0.03403753,-0.025762862,-0.017297622,-0.026827244,-0.060939196,-0.00326054
-0.036863707,0.043808598,-0.05725502,0.05402474,-0.060478758,0.049482454,-0.039703052,0.012301616,-0.015593132,0.03432024,0.013903877,0.06285522,-0.020601355,0.082272075,0.014689893,0.02029733,-0.09353356,0.04167121,-0.01782579,-0.03038356,-0.011461351,-0.058504563,-0.027628684,0.019919194,-0.038520515,0.01846372,0.09959684,0.013393844,-0.06481334,-0.00066051097,-0.015287562,-0.03245535,-0.060173336,0.016731726,-0.063808486,0.03683208,-0.049969032,-0.030289043,0.02626598,-0.018640008,-0.015035669,-0.07778801,-0.044988863,0.07116667,-0.016249439,0.027116751,-0.009910116,0.038192768,0.023866965,0.03554915,-0.041965555,-0.061213356,-0.0053486507,0.021975255,-0.094352506,-0.009904185,0.013272114,-0.03461727,-0.011763398,-0.02893879,-0.02410653,-0.061107926,-0.002981959
-0.03717765,0.044022713,-0.057409674,0.053753912,-0.059828788,0.048037983,-0.037507582,0.009046534,-0.020476894,0.034290854,0.014067668,0.063565396,-0.024787487,0.08172774,0.01926052,0.024540123,-0.09310164,0.036372487,-0.015468601,-0.034636416,-0.010318462,-0.045872107,-0.035666797,0.017193886,-0.036334068,0.014275263,0.0931675,0.028422434,-0.061136905,-0.004235391,-0.020339979,-0.02829446,-0.061061576,0.029005868,-0.052572113,0.037074216,-0.042650554,-0.04195282,0.017839532,-0.0075591835,-0.01772314,-0.06497777,-0.067335464,0.059806194,-0.023653915,0.018251559,-0.0055878484,0.037200857,0.019474553,0.037211925,-0.049193,-0.040712174,-0.0020653557,0.033685885,-0.10939236,0.0013780899,0.018518612,-0.034241613,0.00865443,-0.0358544,-0.023307107,-0.05744409,-0.0015534107
-0.03763647,0.044314075,-0.057595283,0.053298134,-0.05875185,0.045777246,-0.034152336,0.00420114,-0.027596558,0.033901166,0.014131599,0.063962564,-0.030906329,0.080044776,0.025956344,0.03067079,-0.09097979,0.027764253,-0.0121593345,-0.041175235,-0.00811543,-0.026785519,-0.046861727,0.01274759,-0.031288095,0.007178505,0.08068858,0.049203027,-0.052515946,-0.01131508,-0.026628688,-0.021207772,-0.057706863,0.04703028,-0.031775337,0.03411744,-0.026754335,-0.055898145,0.0016365536,0.009983573,-0.01989746,-0.037368022,-0.09713927,0.034729715,-0.031208148,0.005842347,-0.002697286,0.0328344,0.0072887745,0.035735887,-0.051209893,0.0007394751,-0.0015939446,0.042800423,-0.11081619,0.020895204,0.021818724,-0.02831184,0.031640433,-0.04368588,-0.014145303,-0.037675638,-0.0037601332
-0.038141396,0.04467545,-0.0578891,0.052982423,-0.057872117,0.04386188,-0.031401206,0.00036518933,-0.032807745,0.033267286,0.01452236,0.06360413,-0.03614874,0.07766097,0.031947207,0.0342858,-0.08788412,0.019729298,-0.009377122,-0.04626748,-0.005832291,-0.01004047,-0.054937534,0.008664122,-0.025538743,0.00071329117,0.06871009,0.0646727,-0.04363492,-0.01946004,-0.02797029,-0.014366293,-0.050932243,0.059820227,-0.0123981545,0.028422186,-0.010330535,-0.06178818,-0.012683322,0.022903066,-0.019938061,-0.012300109,-0.11170323,0.010513967,-0.03357448,9.430896e-05,-0.005432064,0.031337935,-0.0019288632,0.029687783,-0.044133283,0.033949003,-0.0051436755,0.0421709,-0.09449322,0.034034334,0.021789974,-0.020863894,0.038196843,-0.043941937,-0.0050158673,-0.017042086,-0.008906545
-0.039315786,0.0456105,-0.058811437,0.052793007,-0.056861207,0.04113054,-0.027852194,-0.004056693,-0.037316382,0.031630777,0.016789895,0.0622397,-0.043624163,0.072835505,0.041663997,0.03398049,-0.082278274,0.007754966,-0.0051526073,-0.054269694,-0.002376126,0.012696623,-0.064788565,0.0038671938,-0.015495027,-0.0092872875,0.057356253,0.08044979,-0.029330593,-0.036705397,-0.014397621,-0.005695376,-0.03521488,0.074688226,0.017217372,0.01618596,0.018358886,-0.062324554,-0.034615967,0.038098995,-0.016707571,0.021496462,-0.11765028,-0.026374575,-0.02871536,0.009562691,-0.023191072,0.035821743,-0.010377212,0.015023046,-0.01875831,0.07719731,-0.02153479,0.02701236,-0.045151785,0.04895885,0.014671199,-0.012887307,0.016690059,-0.04031083,0.011187419,0.012426848,-0.021427954
-0.03974799,0.045870073,-0.05891349,0.052231826,-0.055579323,0.038685992,-0.024328474,-0.008800077,-0.043818094,0.029992122,0.016402885,0.060454972,-0.049226116,0.06828612,0.04772742,0.039522108,-0.07533253,-0.0022825412,-0.0024173446,-0.056969687,0.002105011,0.032041043,-0.0695521,-0.002949269,-0.0054729143,-0.01511933,0.03681609,0.09198499,-0.016470293,-0.045808226,-0.020126598,0.004238619,-0.021848937,0.08155507,0.03845535,0.003650956,0.03675597,-0.05568569,-0.04657683,0.04404477,-0.013057411,0.054817062,-0.11431958,-0.048901115,-0.021556968,-0.0042007905,-0.02508095,0.02583715,-0.031109802,0.009079919,-0.00019168232,0.09878339,-0.022314861,0.017429985,-0.003432296,0.054720297,-0.0018313932,0.0029133896,0.017271288,-0.033245474,0.028123215,0.039323498,-0.019406334
