0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
-0.065548554,-0.06728861,-0.06838065,-0.0686497,-0.06903176,-0.06985562,-0.07070032,-0.07170079,-0.073249936,-0.07445166,-0.07573424,-0.076600306,-0.0767736,-0.07774987,-0.07862286,-0.07972821,-0.080502935,-0.08156995,-0.08237994,-0.0833213,-0.084057756,-0.084794834,-0.085262574,-0.08612126,-0.0867146,-0.08684209,-0.08727431,-0.0877361,-0.088012874,-0.088607065,-0.089176744,-0.08937641,-0.089720264,-0.0895175,-0.089288175,-0.0892889,-0.089139,-0.088712655,-0.08865997,-0.08855705,-0.08825016,-0.08825619,-0.08813753,-0.08793297,-0.08751148,-0.08709954,-0.08681706,-0.08640011,-0.086055875,-0.0853013,-0.084201716,-0.08346846,-0.082640685,-0.08219023,-0.08129611,-0.07998059,-0.079241715,-0.078094155,-0.077147506,-0.075944744,-0.074636236,-0.07394855,-0.07309523,-0.07162492,-0.070660226,-0.06862659,-0.06747793,-0.06547916,-0.06375338,-0.062774904,-0.061342835,-0.059595834,-0.057689972,-0.05643694,-0.05528177,-0.054342315,-0.052396376,-0.05020602,-0.04813288,-0.04663686,-0.04506128,-0.042996988,-0.04037162,-0.03821559,-0.035597064,-0.032925077,-0.030318439,-0.027794842,-0.025431486,-0.023588808,-0.022170793,-0.019681862,-0.017506704,-0.014719489,-0.011568732,-0.0103115635,-0.009073531,-0.007127681,-0.0050144377,-0.0024096384,-0.0005910185,0.0012904216,0.0043191845,0.006442604,0.008511956,0.011793481,0.014673143,0.016602818,0.018747546,0.021507157,0.023510242,0.026389994,0.029407995,0.031979073,0.033835374,0.0355911,0.037801147,0.03953097,0.041722838,0.043424662,0.044968102,0.046817277,0.049295645,0.051129013,0.052540615,0.054154836,0.056130406,0.058241993,0.05962354,0.061348088,0.06268634,0.06421438,0.06581067,0.067116566,0.068310685,0.06974478,0.07144757,0.07261796,0.073640265,0.07475646,0.07555632,0.07689899,0.0779471,0.07879348,0.080355234,0.081186235,0.08207175,0.082898,0.08380293,0.08419633,0.08479164,0.08560394,0.08625504,0.08671454,0.0871141,0.08733344,0.08755786,0.088325165,0.08886483,0.089068145,0.089370474,0.08928289,0.08939929,0.0895098,0.08937899,0.08926358,0.08926281,0.08959173,0.08958232,0.088940166,0.08877774,0.08861772,0.0883874,0.08830541,0.08697452,0.08683869,0.0864553,0.08596962,0.08511213,0.08440685,0.08360153,0.08279712,0.08220642,0.08167443,0.08132852,0.080522574,0.07910667,0.07809371,0.07752637,0.07650823,0.075541295,0.07414016,0.07363157,0.073530026,0.072154336,0.071095936,0.069731705,0.06745676,0.06553934,0.06465853
0.0953007,0.09556176,0.09566756,0.09559783,0.09540926,0.0951516,0.09487771,0.0945782,0.09401894,0.09338026,0.092503265,0.09177537,0.09140646,0.09051479,0.0893714,0.087917164,0.08689656,0.085327215,0.0835791,0.0813187,0.07978648,0.077882215,0.076167665,0.074112244,0.0718492,0.0705552,0.06877152,0.06670604,0.06426365,0.06133617,0.058732424,0.056558773,0.05428062,0.052134052,0.049967874,0.047872987,0.044132117,0.04237028,0.039569408,0.036384385,0.033572145,0.030308228,0.027506828,0.023029348,0.019542543,0.016442623,0.013572961,0.010263051,0.007688654,0.0043092663,0.0013792581,-0.00071164063,-0.00458094,-0.0076092724,-0.010340334,-0.014589506,-0.017300477,-0.021675084,-0.024236282,-0.026792066,-0.030842103,-0.03295981,-0.03521973,-0.039581336,-0.041187197,-0.04439269,-0.047120173,-0.050512187,-0.05339618,-0.055357542,-0.058944307,-0.0617503,-0.06477351,-0.06737128,-0.06902299,-0.07029169,-0.072635986,-0.075463645,-0.07742353,-0.0792252,-0.08088172,-0.08319573,-0.08628776,-0.08795815,-0.08988183,-0.09160712,-0.093610846,-0.09534322,-0.09692329,-0.09804021,-0.09891291,-0.09988843,-0.100737296,-0.101802826,-0.103051156,-0.10350157,-0.10391711,-0.10432853,-0.10465072,-0.10493039,-0.10470215,-0.10438299,-0.10413208,-0.10369162,-0.103541754,-0.10289681,-0.10206668,-0.10109329,-0.1001339,-0.09879585,-0.09755222,-0.095832855,-0.094095066,-0.092404306,-0.09097068,-0.08934916,-0.08734197,-0.085998304,-0.08421991,-0.08235602,-0.08051796,-0.07810381,-0.07514443,-0.07291687,-0.07082048,-0.06882815,-0.06667931,-0.06421498,-0.06158456,-0.05933119,-0.057184007,-0.054045085,-0.051388692,-0.04825892,-0.045514684,-0.041627936,-0.03777684,-0.034843545,-0.032022182,-0.028801681,-0.026182646,-0.02284508,-0.020198734,-0.018250754,-0.014278532,-0.010679478,-0.007969253,-0.0044012154,-0.0011284086,0.0023704574,0.0054900176,0.007822825,0.011628214,0.014571219,0.016697286,0.020680912,0.022837343,0.025313396,0.028789682,0.031513765,0.034558307,0.036242932,0.040355805,0.043786444,0.046363942,0.04968266,0.05185451,0.053822953,0.055983894,0.05823629,0.06024509,0.06209926,0.06419725,0.067021154,0.069952674,0.07266104,0.07431255,0.07570595,0.07734291,0.07955361,0.08123199,0.08245059,0.08348579,0.08439446,0.08550731,0.08676168,0.088387296,0.08918516,0.08990277,0.09064848,0.091351815,0.09214818,0.09271006,0.0930667,0.09343655,0.093688436,0.0938082,0.09374816,0.09356576,0.09347905
0.13285463,0.13189805,0.13104355,0.13040204,0.12922949,0.12747097,0.12577876,0.12394415,0.12088034,0.117849275,0.113988906,0.111026675,0.1095402,0.106199436,0.102017045,0.09702746,0.093645334,0.08867757,0.08313843,0.076172,0.071668856,0.06618433,0.06128876,0.055955444,0.050008547,0.046522208,0.04216729,0.03728036,0.031391416,0.025050787,0.019773228,0.015127071,0.010719484,0.005876676,0.0011151755,-0.002827136,-0.009846374,-0.013665321,-0.01827843,-0.02327187,-0.027883608,-0.032137923,-0.035771992,-0.0411405,-0.045557767,-0.04930428,-0.052255798,-0.05551548,-0.05783919,-0.061261144,-0.06499669,-0.06730007,-0.069968015,-0.071258545,-0.073329285,-0.07591057,-0.07706598,-0.07829144,-0.0794047,-0.08081486,-0.081277125,-0.0812782,-0.081348926,-0.0805117,-0.0809911,-0.081765264,-0.08087816,-0.08052322,-0.07999569,-0.07892611,-0.07590709,-0.07438628,-0.07248734,-0.06972971,-0.06849812,-0.06741739,-0.06551946,-0.062491573,-0.061064657,-0.058767363,-0.056766123,-0.05332575,-0.048146833,-0.04592769,-0.04331034,-0.040917773,-0.037284937,-0.033979084,-0.03076723,-0.028245578,-0.026196694,-0.024075942,-0.022142706,-0.018894868,-0.014614898,-0.01273115,-0.010935418,-0.008271191,-0.005550436,-0.0021071632,0.00019834816,0.0027911938,0.0066579003,0.009539447,0.011513809,0.01488435,0.018054135,0.021114934,0.02380024,0.027103411,0.03028015,0.03405362,0.037457854,0.040606573,0.043403275,0.04647018,0.050014284,0.051734157,0.053904627,0.05657059,0.059200436,0.062443472,0.06573485,0.06787272,0.070195064,0.071560696,0.07241111,0.073187165,0.07538914,0.07588175,0.07672253,0.078374155,0.07890904,0.08025622,0.081101306,0.08229485,0.08252342,0.08256738,0.082623534,0.0823565,0.08215957,0.08070253,0.07936387,0.07791255,0.075075895,0.07344548,0.071367286,0.06899768,0.066231705,0.06414815,0.061498187,0.05834057,0.054482464,0.05128951,0.04864711,0.044425428,0.041769434,0.037222303,0.03171354,0.02761554,0.022655895,0.020257382,0.013323845,0.007132751,0.0026696948,-0.0035632132,-0.007911737,-0.012713074,-0.01746268,-0.021615554,-0.026160305,-0.030597128,-0.035639208,-0.04316165,-0.04955096,-0.057222504,-0.061658237,-0.06537175,-0.069568455,-0.07603283,-0.080910675,-0.08450404,-0.08770404,-0.09064154,-0.09449953,-0.09886679,-0.104698375,-0.10768826,-0.110529296,-0.1135196,-0.11655479,-0.12031728,-0.12296004,-0.12464762,-0.12710705,-0.12898001,-0.13069676,-0.13264559,-0.13396186,-0.13460504
0.12545191,0.12543209,0.124831125,0.12358961,0.12114435,0.11780981,0.11461429,0.11105077,0.10488166,0.09832519,0.089731,0.08304943,0.07964821,0.072092235,0.062394965,0.050819613,0.043066673,0.031751253,0.019325947,0.0039992807,-0.0056957784,-0.017128726,-0.027063346,-0.037493374,-0.04848633,-0.054617617,-0.06192483,-0.06962939,-0.07824268,-0.0867861,-0.093210906,-0.09827928,-0.102389716,-0.106530346,-0.10994462,-0.11200324,-0.11461998,-0.1158973,-0.11584779,-0.11492686,-0.11360544,-0.11059725,-0.10740205,-0.101316065,-0.09607701,-0.09088395,-0.08537256,-0.078588605,-0.07294639,-0.06535153,-0.05868658,-0.05365961,-0.043878656,-0.0360296,-0.02888769,-0.017856093,-0.010874786,0.00021697175,0.0067101996,0.013125339,0.022607213,0.027208928,0.031899214,0.0401519,0.04338685,0.049496446,0.053393055,0.058215097,0.061742168,0.06324953,0.064565465,0.06580301,0.06638165,0.06526181,0.06476341,0.06397198,0.062251493,0.058744706,0.056807443,0.053415995,0.050144587,0.04422052,0.034810707,0.030446194,0.025019644,0.019992027,0.012358402,0.0053670513,-0.0015404758,-0.0067933234,-0.011155926,-0.01534304,-0.019309489,-0.02513679,-0.032638982,-0.0356118,-0.03831253,-0.04094737,-0.042850163,-0.04489157,-0.04205991,-0.038918227,-0.03703865,-0.03373694,-0.033550017,-0.030332744,-0.025355648,-0.01889867,-0.013010589,-0.0056367926,0.0015436264,0.009981998,0.017617803,0.024474006,0.030396016,0.036585152,0.043596026,0.046860117,0.050827958,0.05511472,0.059098423,0.06343959,0.06735987,0.06934025,0.0711974,0.07146857,0.07073614,0.06920184,0.06862394,0.06632787,0.06417306,0.060715564,0.056728657,0.052080076,0.047467478,0.04029111,0.032261528,0.025707223,0.01922707,0.011410251,0.004994311,-0.0037671463,-0.0107578905,-0.01611021,-0.026825586,-0.036413312,-0.043548457,-0.052748695,-0.060898162,-0.0695381,-0.07681813,-0.08174719,-0.089523464,-0.09508075,-0.09857533,-0.10478928,-0.107671626,-0.109600365,-0.11217593,-0.11369542,-0.114430346,-0.11466511,-0.11348571,-0.11137104,-0.10930542,-0.10536936,-0.10194257,-0.0973315,-0.09227207,-0.08735109,-0.08147956,-0.07521386,-0.067603804,-0.05551298,-0.044439204,-0.030849203,-0.022567717,-0.015359671,-0.0069262506,0.0062635397,0.016435504,0.024063814,0.030977933,0.037359457,0.045918223,0.05558167,0.06844147,0.07488317,0.08119205,0.087574095,0.09393749,0.10159907,0.10737387,0.11130446,0.11555966,0.11872037,0.120915964,0.12232255,0.12264115,0.12291163
-0.050411582,-0.044564515,-0.04031742,-0.038590796,-0.035649333,-0.030381147,-0.025156844,-0.019151311,-0.009531343,-0.001292423,0.008051682,0.014583649,0.016794076,0.023446053,0.030062476,0.037514642,0.042197242,0.04808203,0.052736588,0.057304397,0.05981694,0.061651856,0.062158227,0.062197775,0.06081511,0.05934419,0.056828696,0.05318684,0.04798629,0.040998932,0.034116346,0.027984519,0.021089043,0.014574657,0.007731911,0.000840855,-0.0113783525,-0.016780376,-0.02604283,-0.036329355,-0.044909008,-0.05500208,-0.06305873,-0.07520833,-0.0835054,-0.09011616,-0.09576076,-0.10114523,-0.104547046,-0.1073133,-0.10782145,-0.10763973,-0.107410654,-0.10677773,-0.10401594,-0.09880745,-0.09484072,-0.08746813,-0.08166931,-0.07450837,-0.06376158,-0.057678796,-0.050351515,-0.03604182,-0.029406402,-0.015554237,-0.0048564915,0.009934828,0.022684827,0.030817807,0.0450037,0.057055626,0.06987223,0.07962885,0.08614591,0.09074941,0.099181145,0.10814597,0.114335686,0.11872988,0.12227663,0.12595823,0.12940271,0.13031606,0.13026243,0.12876771,0.12585637,0.12171959,0.11679126,0.111967646,0.107634895,0.10017566,0.09301637,0.08181714,0.067523435,0.061192248,0.054723434,0.044378657,0.033129595,0.018771458,0.009266566,-0.0009419851,-0.01739541,-0.028743206,-0.038981777,-0.054459527,-0.06733991,-0.07595203,-0.084358566,-0.09410596,-0.10090114,-0.10904352,-0.11631189,-0.12134235,-0.12420268,-0.12577742,-0.12674707,-0.12684268,-0.12590212,-0.12355543,-0.12038371,-0.11507646,-0.10765064,-0.101401955,-0.09500812,-0.088292934,-0.08025464,-0.07067249,-0.060839195,-0.05170978,-0.04307308,-0.030896442,-0.0200241,-0.008303347,0.0019646517,0.015442991,0.028972268,0.038451128,0.047015447,0.055773977,0.062219664,0.070087336,0.07584063,0.07957739,0.08586202,0.08893294,0.09128761,0.0921546,0.092622034,0.09033517,0.08835099,0.08690829,0.08211729,0.07739881,0.073817715,0.064672366,0.059756633,0.05457029,0.04581561,0.037868198,0.029168734,0.023469571,0.010779154,-2.4455461e-05,-0.008253499,-0.018712444,-0.024987089,-0.030092819,-0.035568155,-0.041835595,-0.046234522,-0.049961794,-0.053341523,-0.056949623,-0.0600127,-0.061556865,-0.06158104,-0.06106471,-0.059258506,-0.056124136,-0.052349415,-0.048690654,-0.044821303,-0.040982533,-0.035899267,-0.028662842,-0.01703598,-0.009913092,-0.0036632973,0.004424982,0.012902082,0.024297548,0.031070499,0.03478173,0.044525664,0.05194792,0.06003975,0.071142845,0.07962448,0.0835034
-0.07350472,-0.066889875,-0.06269893,-0.060775626,-0.057695154,-0.053322792,-0.049600888,-0.046165004,-0.04133622,-0.03713362,-0.032512873,-0.029433602,-0.027673546,-0.025677819,-0.022906212,-0.020612665,-0.01971263,-0.01893897,-0.017201738,-0.015542118,-0.015566362,-0.015405373,-0.0145977205,-0.016174132,-0.016171906,-0.015071682,-0.015613046,-0.016380657,-0.015689958,-0.016999487,-0.01857702,-0.018170757,-0.018612375,-0.015628474,-0.01242813,-0.01088461,-0.006925843,-0.0028954924,-0.0001472408,0.003222081,0.007543055,0.010693209,0.014269394,0.020130794,0.026018322,0.031413212,0.03616826,0.041884832,0.04651176,0.053172927,0.059812527,0.064168125,0.07137268,0.0766798,0.081552565,0.08858677,0.0929057,0.0993014,0.10249625,0.104631335,0.10872613,0.1105135,0.11173723,0.11388739,0.11282947,0.10939712,0.10849321,0.1039296,0.09942662,0.096960865,0.09391607,0.08741285,0.07982024,0.07528214,0.06990831,0.06526778,0.05500739,0.043427203,0.031425137,0.023293052,0.014357368,0.0031314467,-0.010721056,-0.022982934,-0.037678637,-0.052320704,-0.065280356,-0.07709236,-0.087396905,-0.094771385,-0.099806726,-0.1089495,-0.11603781,-0.12347917,-0.1302021,-0.13212264,-0.13368651,-0.13579334,-0.13773063,-0.13856581,-0.14125589,-0.14289558,-0.14163505,-0.14076279,-0.1369075,-0.13067672,-0.12539446,-0.12251795,-0.11790764,-0.110225596,-0.104820326,-0.09480162,-0.08294867,-0.071935885,-0.0639294,-0.055925477,-0.045345068,-0.03587064,-0.023655023,-0.014178232,-0.005642232,0.004754839,0.019133449,0.02988806,0.03780528,0.047231384,0.058633916,0.07050787,0.0770815,0.08589972,0.09198018,0.09794161,0.10413149,0.107746765,0.1106471,0.11285444,0.11554742,0.11644524,0.11632846,0.1154079,0.113967344,0.11221168,0.11027928,0.1085318,0.103874035,0.098469734,0.09417664,0.08793151,0.0818069,0.075304925,0.06906863,0.063581385,0.055595294,0.049358685,0.04458594,0.037275296,0.03295142,0.02592081,0.018141007,0.01308254,0.0070602647,0.005146041,-0.0012570054,-0.006598691,-0.009229008,-0.01283223,-0.015610999,-0.020240882,-0.022889838,-0.021211205,-0.022594925,-0.02377661,-0.024947729,-0.028153157,-0.023103438,-0.026293328,-0.026427552,-0.025593968,-0.023221368,-0.023442915,-0.022621175,-0.021150248,-0.021028405,-0.021192461,-0.023580415,-0.02501372,-0.026718369,-0.027057035,-0.02929493,-0.030967053,-0.033633225,-0.037321415,-0.04113933,-0.044069063,-0.04845784,-0.052223597,-0.056714386,-0.06315652,-0.068957254,-0.072126046
0.08956652,0.09717532,0.10121361,0.10045972,0.09824798,0.096687324,0.095548555,0.094854064,0.092878066,0.08837115,0.080987096,0.074323796,0.06921984,0.06178661,0.050035186,0.036501143,0.027627965,0.014431588,-0.002032078,-0.02252962,-0.034517866,-0.049129833,-0.062223393,-0.07404016,-0.08733392,-0.09520956,-0.102935225,-0.11055035,-0.1187019,-0.12531368,-0.12913649,-0.13168699,-0.13254523,-0.13266666,-0.13128388,-0.12864514,-0.122150004,-0.117640674,-0.11045612,-0.10143775,-0.091892235,-0.081982814,-0.07258715,-0.05772949,-0.044584155,-0.03311675,-0.023491625,-0.012714516,-0.004794485,0.0068047238,0.019761221,0.027652534,0.036729816,0.040680338,0.04745973,0.05552621,0.058601532,0.06136542,0.06418898,0.06788157,0.06801633,0.066981204,0.066156976,0.06238014,0.062933505,0.06390347,0.061346676,0.05976101,0.058209237,0.056146394,0.051991977,0.049825013,0.047795128,0.046251215,0.045551654,0.04510703,0.044279315,0.044202637,0.042840052,0.043610893,0.043850303,0.045716327,0.050145816,0.048801765,0.04657878,0.042904712,0.042861126,0.041895743,0.041096076,0.040112484,0.039624017,0.03265808,0.026710609,0.021680353,0.018204303,0.017229991,0.01600121,0.0133893015,0.009852876,0.005765191,0.0022194588,-0.00066331675,-0.0066617127,-0.010022207,-0.016785692,-0.02602832,-0.032694884,-0.03307844,-0.036138553,-0.03998216,-0.039459113,-0.04118382,-0.04455038,-0.046142314,-0.04544668,-0.043455653,-0.041902974,-0.043187976,-0.0447659,-0.043976612,-0.043088045,-0.04227111,-0.042988714,-0.043905556,-0.044526674,-0.045964085,-0.047887344,-0.049895402,-0.052623674,-0.05413207,-0.056173928,-0.059907783,-0.061999526,-0.0658627,-0.06879566,-0.07302299,-0.07493167,-0.075945064,-0.07704255,-0.07688194,-0.07674118,-0.07215734,-0.06785207,-0.062816516,-0.052439593,-0.04614612,-0.038220596,-0.028938016,-0.01825176,-0.010038073,-0.00010523466,0.011211842,0.024910996,0.035993326,0.044691063,0.057972405,0.06579884,0.07768806,0.09077221,0.09972254,0.10911706,0.113381565,0.12255314,0.12899767,0.13235201,0.1351384,0.13572298,0.13456774,0.13218018,0.12975377,0.12497528,0.1190646,0.11099183,0.09636599,0.08584404,0.06739114,0.05676138,0.04787702,0.03852326,0.020685537,0.00791562,-0.0007348651,-0.009448647,-0.017775856,-0.031129291,-0.04379949,-0.05874574,-0.06452279,-0.07287995,-0.07870441,-0.08501756,-0.091273256,-0.09909063,-0.105656825,-0.106039874,-0.106063396,-0.10306593,-0.0945451,-0.08624073,-0.082603745
-0.0841199,-0.08668593,-0.08682931,-0.08407206,-0.078912266,-0.072232,-0.06552816,-0.05825808,-0.045921464,-0.032623086,-0.015678152,-0.0026005614,0.00379751,0.017538432,0.033590175,0.051890865,0.063426934,0.07838272,0.0920982,0.106376775,0.113987915,0.12011534,0.12274281,0.12342621,0.12076477,0.11700358,0.1107481,0.10153036,0.08831521,0.07150118,0.055657867,0.040742338,0.025553359,0.009450525,-0.0062818117,-0.020338053,-0.04400475,-0.055513363,-0.069893606,-0.084383,-0.095486954,-0.1049119,-0.110634185,-0.116384685,-0.118121825,-0.117226504,-0.11346094,-0.10711561,-0.100037165,-0.08942005,-0.07865483,-0.069928594,-0.052135993,-0.03762695,-0.023815392,-0.003073502,0.010124832,0.029571572,0.040667467,0.05041498,0.063201755,0.06809897,0.072256975,0.07646156,0.07772448,0.07793363,0.07449315,0.06882114,0.062368713,0.055328123,0.04005428,0.027945857,0.014186218,1.644439e-05,-0.007999824,-0.014381206,-0.024807451,-0.037748076,-0.04448429,-0.051226124,-0.055537153,-0.060615126,-0.06475152,-0.06410941,-0.060885776,-0.055675115,-0.047565907,-0.03802688,-0.026917543,-0.017295023,-0.008305436,0.0031044804,0.014284052,0.02970698,0.049322236,0.057361033,0.06491869,0.07283468,0.0791678,0.08546611,0.08061098,0.07437133,0.07043976,0.062982306,0.060971644,0.051523253,0.038960725,0.025286824,0.012156142,-0.0036393001,-0.016530005,-0.031646673,-0.044987433,-0.05485761,-0.061034076,-0.06492133,-0.06751137,-0.06841383,-0.06732464,-0.063248105,-0.057378754,-0.047787137,-0.03539216,-0.025387913,-0.014589793,-0.0052739438,0.0040466073,0.014216069,0.027153011,0.03538649,0.04320589,0.05372407,0.060224287,0.06682785,0.07066886,0.07302026,0.07197235,0.06893918,0.06441498,0.05678014,0.049240015,0.03715211,0.026451964,0.017648818,-0.0009347042,-0.018260345,-0.031526662,-0.04856313,-0.06356529,-0.07858453,-0.09066503,-0.097676024,-0.107773595,-0.113411255,-0.11595375,-0.11750087,-0.11694706,-0.11164209,-0.103131786,-0.09425415,-0.08218039,-0.074450664,-0.052468326,-0.031627554,-0.015771225,0.0065782806,0.021442499,0.036917474,0.051671766,0.06572774,0.0781177,0.08919345,0.09958602,0.112335145,0.11995245,0.12665498,0.12786582,0.1272662,0.12332938,0.115659975,0.10650318,0.098063074,0.088933244,0.07959658,0.06600606,0.04856167,0.022701273,0.008528092,-0.005583901,-0.020514268,-0.03603502,-0.054840863,-0.069301195,-0.079315834,-0.08990085,-0.09750747,-0.102424875,-0.10389413,-0.102907285,-0.102764644
0.09168998,0.088358305,0.08389417,0.079484485,0.07177711,0.06048004,0.049585864,0.037907444,0.019243462,0.002276194,-0.01725493,-0.030295292,-0.03528139,-0.045891795,-0.056389082,-0.066040255,-0.07020931,-0.073266946,-0.07416122,-0.07167956,-0.06722096,-0.059704218,-0.05210351,-0.04003873,-0.02729863,-0.020264978,-0.009389819,0.0032748713,0.01618253,0.031862337,0.044281628,0.052290183,0.05917695,0.06236912,0.06358559,0.06365903,0.060681116,0.05709603,0.050383743,0.040974867,0.030569771,0.017324908,0.004771639,-0.015788905,-0.03197861,-0.04590676,-0.058505993,-0.07147553,-0.08044612,-0.08921653,-0.0935797,-0.095323436,-0.09774707,-0.09805636,-0.09405,-0.08535681,-0.077958584,-0.06388735,-0.05272041,-0.03926281,-0.019044457,-0.0075502866,0.0055358387,0.029660521,0.0401194,0.05955257,0.07380624,0.09056986,0.10319475,0.10971162,0.11869393,0.122982085,0.12479322,0.12323404,0.1201348,0.115678504,0.10524673,0.08970319,0.07543795,0.061683718,0.047245417,0.026214033,-0.0018318207,-0.020610731,-0.041922227,-0.061511494,-0.08002208,-0.09486507,-0.10591947,-0.11202121,-0.11444149,-0.116773404,-0.11612762,-0.10954643,-0.096136235,-0.08827344,-0.078832805,-0.06295565,-0.04446338,-0.020403681,-0.0036957534,0.013986859,0.041465502,0.05973925,0.074477926,0.09315388,0.106723905,0.11422209,0.11846018,0.11929026,0.11837662,0.11140884,0.10093528,0.087990075,0.07671396,0.06284406,0.044586252,0.029899266,0.011084468,-0.006593214,-0.022854675,-0.04270899,-0.06562475,-0.08144138,-0.093152575,-0.10348649,-0.11261796,-0.11982659,-0.12231696,-0.12350648,-0.12118449,-0.11476847,-0.10665227,-0.09502091,-0.08266458,-0.064035654,-0.04337885,-0.027575968,-0.011892365,0.0048225056,0.018232604,0.034262877,0.0465853,0.054629173,0.06809199,0.07538318,0.08069164,0.08264561,0.08346681,0.07878236,0.07432839,0.070341535,0.06004365,0.050181195,0.04297416,0.025986953,0.017120954,0.007827233,-0.0057964292,-0.016738111,-0.02740258,-0.033394273,-0.043587342,-0.05039204,-0.053474404,-0.05476957,-0.054127384,-0.05242135,-0.04806357,-0.040128496,-0.032710925,-0.024290657,-0.013757072,0.0012985234,0.022280322,0.037572615,0.047477104,0.05623647,0.06589152,0.07522377,0.08099655,0.08461831,0.08492981,0.08388212,0.0784684,0.07035014,0.054780934,0.045525704,0.034200575,0.020380324,0.0040456573,-0.018356146,-0.034999933,-0.045838173,-0.064756185,-0.07905794,-0.092684455,-0.10697761,-0.11608131,-0.12048549
-0.14423208,-0.12997289,-0.1192898,-0.11207202,-0.0990796,-0.081048556,-0.06552368,-0.050469708,-0.02773087,-0.0069762915,0.016523406,0.03193689,0.039291713,0.049882956,0.062039368,0.07238297,0.07654338,0.079567745,0.08236294,0.082303576,0.07933255,0.07425982,0.069920555,0.061667148,0.053711113,0.050285578,0.044206966,0.037605062,0.030589357,0.023782069,0.01948287,0.016416736,0.014921228,0.011696168,0.009070027,0.009212832,0.009211485,0.006402586,0.00830834,0.010725901,0.0105501115,0.014436638,0.01569862,0.017549962,0.014974078,0.011295984,0.007035712,0.00065994175,-0.005970906,-0.016671617,-0.029222785,-0.03779356,-0.051938448,-0.062530816,-0.072586,-0.08598487,-0.09398837,-0.10445772,-0.10821869,-0.108135015,-0.10930215,-0.10766332,-0.103418894,-0.09396298,-0.08481482,-0.063673906,-0.049975373,-0.02550502,-0.0036731234,0.009809422,0.029875236,0.050933495,0.07246609,0.08619898,0.09668246,0.10365498,0.114682816,0.123265594,0.12839891,0.12900801,0.12716341,0.12104984,0.10897211,0.09802423,0.0824745,0.06484296,0.04560532,0.026670827,0.0089111235,-0.0046576643,-0.0145231625,-0.03094049,-0.04381826,-0.057860572,-0.06997122,-0.07368807,-0.07612284,-0.0800241,-0.08420624,-0.084547676,-0.09702788,-0.10617801,-0.10404569,-0.10415633,-0.09167214,-0.075222075,-0.06394655,-0.05961288,-0.05119764,-0.03613681,-0.025071537,-0.0049443888,0.017363232,0.037951156,0.052903417,0.06783084,0.084648706,0.09618615,0.10797919,0.11708506,0.12344004,0.12871191,0.13022347,0.12806977,0.12417064,0.116159536,0.10273302,0.08543989,0.07155644,0.05284088,0.036160454,0.015721891,-0.0056585576,-0.02457321,-0.041740622,-0.061360918,-0.0824011,-0.09505513,-0.10447978,-0.11188501,-0.11539452,-0.11862479,-0.11891793,-0.11735871,-0.110293,-0.10000414,-0.09090809,-0.07717981,-0.06333646,-0.04932314,-0.035651386,-0.023341019,-0.008177427,0.0025874076,0.010614494,0.018223286,0.023279313,0.032274388,0.038222287,0.03927133,0.040471476,0.038007457,0.034230158,0.030617556,0.0263621,0.021369249,0.019468723,0.019974293,0.019383576,0.01609049,0.01613476,0.016884772,0.019070365,0.023590138,0.030951696,0.036364563,0.040512882,0.044504393,0.05080387,0.05636187,0.060876265,0.064573884,0.065387875,0.064983465,0.059531637,0.05420796,0.044995535,0.0405971,0.031063307,0.021461768,0.008205012,-0.010343276,-0.02776054,-0.040900495,-0.05973906,-0.07529725,-0.0918112,-0.112048335,-0.12803586,-0.13616426
