0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
-0.040292453,0.045837667,-0.05824282,0.049954582,-0.051293205,0.031490818,-0.013933257,-0.022493616,-0.062413488,0.023478124,0.012141235,0.0510083,-0.06070997,0.050010007,0.057838637,0.057618413
-0.040471483,0.04596496,-0.058332257,0.049819514,-0.050962884,0.030908803,-0.013194686,-0.023276348,-0.062956825,0.022613741,0.012130002,0.049728118,-0.061547037,0.048200898,0.058953337,0.057578
-0.041756302,0.04679371,-0.058883242,0.04883338,-0.04869852,0.026587276,-0.008016937,-0.02872431,-0.0669517,0.016066192,0.011635198,0.03987993,-0.067027666,0.033921726,0.06567864,0.058456536
-0.042090375,0.04685235,-0.058643285,0.047807455,-0.046767753,0.023471832,-0.0038972015,-0.03340564,-0.07169858,0.011992847,0.009524792,0.033292457,-0.069156274,0.023848368,0.06673818,0.06190619
-0.042280056,0.046841726,-0.058398508,0.04703207,-0.045344308,0.021209814,-0.00090962386,-0.036786377,-0.07499564,0.008965637,0.0077508925,0.028186765,-0.07013337,0.016107837,0.066572815,0.06432104
-0.042912584,0.04714511,-0.05842746,0.046114497,-0.043532148,0.01818202,0.0027169397,-0.040351957,-0.0771326,0.0042993594,0.006047064,0.020579992,-0.07127479,0.0059403805,0.06736637,0.06507691
-0.043472752,0.047486093,-0.058605254,0.045610387,-0.042459123,0.01634075,0.004755185,-0.042113986,-0.07744514,0.0010074527,0.0052042226,0.015311582,-0.07178293,-0.00042515193,0.068170674,0.06482985
-0.044574793,0.048135083,-0.05889555,0.0445097,-0.04024276,0.012632623,0.008754527,-0.045359384,-0.07740021,-0.0056162863,0.0031672197,0.0047273915,-0.07164718,-0.012501572,0.06841149,0.06388362
-0.045793463,0.048893224,-0.059355073,0.04360244,-0.03835172,0.009371168,0.011952785,-0.047564168,-0.0759838,-0.011875791,0.0014023861,-0.00520529,-0.07105048,-0.022877604,0.068685636,0.062452022
-0.046409115,0.049132854,-0.05927699,0.04250516,-0.03636684,0.006309767,0.015333107,-0.050319012,-0.07604932,-0.016734049,-0.0012416989,-0.0133962855,-0.068914235,-0.032028176,0.065301,0.061776336
-0.04702946,0.04951407,-0.0595154,0.04205866,-0.03544185,0.004734807,0.016744532,-0.05103718,-0.074765526,-0.019716352,-0.0023699715,-0.018198075,-0.06781517,-0.03659695,0.06458205,0.06110199
-0.04694675,0.049267713,-0.059001468,0.04120326,-0.03405031,0.0028989108,0.019079382,-0.053217813,-0.075676404,-0.021576399,-0.0046823844,-0.022069123,-0.06502107,-0.041402627,0.05915294,0.060541995
-0.047499944,0.04938612,-0.05867235,0.03983949,-0.031673234,-0.00049108994,0.022686416,-0.055835303,-0.074607596,-0.026191726,-0.008484777,-0.030481499,-0.059994992,-0.049469244,0.05169725,0.0594319
-0.04750636,0.04925553,-0.05831561,0.039193846,-0.03061524,-0.001869141,0.02432979,-0.057191633,-0.074531965,-0.02762825,-0.01014398,-0.033395253,-0.057359934,-0.052269876,0.047282014,0.05849271
-0.047780205,0.049305484,-0.058133136,0.038499214,-0.029410724,-0.0035121238,0.026023898,-0.058264855,-0.07353534,-0.029695302,-0.012118014,-0.03726423,-0.0541386,-0.055405095,0.042723585,0.05766389
-0.04825345,0.04945674,-0.05798305,0.03757863,-0.027887136,-0.005619402,0.02796336,-0.05909199,-0.07138946,-0.032235987,-0.014635988,-0.041902233,-0.04950722,-0.058435418,0.036899783,0.05633151
-0.049225353,0.049762007,-0.057703413,0.035756078,-0.024857374,-0.0097154705,0.03160027,-0.06042475,-0.06662029,-0.03686338,-0.019862453,-0.050644472,-0.039658125,-0.06364948,0.024700373,0.05399722
-0.049605235,0.04977419,-0.05733756,0.034586146,-0.022988144,-0.0121262055,0.033836182,-0.06131883,-0.06389439,-0.038908005,-0.022959879,-0.054927833,-0.033252046,-0.06592839,0.016336197,0.051865987
-0.04999817,0.049792323,-0.05696264,0.033418983,-0.021120612,-0.0144993905,0.03596969,-0.062096737,-0.061016068,-0.040735938,-0.026079303,-0.05888235,-0.02658622,-0.067558125,0.007732149,0.04981266
-0.049856387,0.049468674,-0.05629319,0.032433264,-0.01958557,-0.016275754,0.037929006,-0.06329183,-0.05973661,-0.041273974,-0.028162166,-0.06074094,-0.021316059,-0.068289906,-0.00039409974,0.046355803
-0.050045397,0.04940572,-0.05590732,0.031492237,-0.018127084,-0.018035218,0.039512344,-0.06384849,-0.057486348,-0.042021845,-0.030357556,-0.06279441,-0.015883926,-0.06847593,-0.007465901,0.04418765
-0.050866116,0.049611915,-0.055563066,0.029878302,-0.01562782,-0.02105297,0.041630417,-0.06350407,-0.051692672,-0.043091558,-0.034282394,-0.06598366,-0.005969468,-0.06725714,-0.01821646,0.041799348
-0.0513729,0.049739696,-0.055359915,0.028905323,-0.014182006,-0.022815749,0.04281849,-0.06315565,-0.048177198,-0.043414116,-0.03661644,-0.06750249,2.4475208e-05,-0.06628934,-0.024755726,0.04048275
-0.051781863,0.049557947,-0.054564882,0.027054055,-0.011431988,-0.025947774,0.04522415,-0.06308338,-0.0425577,-0.04298764,-0.040110294,-0.06852549,0.010768798,-0.06355686,-0.037286792,0.035456717
-0.052220613,0.04959497,-0.0542057,0.025905292,-0.009740089,-0.027841367,0.046450198,-0.06269965,-0.038695894,-0.04254901,-0.042343877,-0.069047354,0.017574094,-0.061367147,-0.04462031,0.03329744
-0.052454893,0.04971729,-0.05425864,0.025714694,-0.00945308,-0.028128758,0.046434842,-0.062330164,-0.03765229,-0.042422075,-0.04278523,-0.06895809,0.018769635,-0.06050829,-0.045233622,0.033812486
-0.052892666,0.04974846,-0.05388309,0.02456058,-0.0078011784,-0.02990945,0.047421608,-0.061668713,-0.03370033,-0.041252237,-0.044573113,-0.06827475,0.025171198,-0.05742228,-0.051597934,0.0317657
-0.05402427,0.05009946,-0.053581186,0.022771154,-0.005321722,-0.032522958,0.048243117,-0.05951313,-0.026394647,-0.038718194,-0.04734389,-0.066353135,0.035096668,-0.051759828,-0.059776835,0.030612407
-0.05458784,0.05024015,-0.05338571,0.021819767,-0.004027226,-0.033889424,0.048669733,-0.05836503,-0.022765454,-0.03708642,-0.048664466,-0.064922035,0.0401506,-0.04864634,-0.06399456,0.029857533
-0.054657783,0.049784612,-0.052277885,0.01993557,-0.0014199484,-0.03642659,0.050397966,-0.05744442,-0.017422752,-0.033670332,-0.049681664,-0.06104465,0.048590776,-0.042279296,-0.07252053,0.022122765
-0.054455552,0.049530413,-0.051897522,0.019530393,-0.00082945323,-0.036972765,0.051038656,-0.057672933,-0.016799916,-0.033059947,-0.04970212,-0.06019341,0.05016372,-0.040885072,-0.0746474,0.019230679
-0.054305624,0.048999675,-0.05079124,0.017907914,0.0013790495,-0.038992256,0.052428883,-0.05693998,-0.012661755,-0.029655688,-0.04954087,-0.055827025,0.056150235,-0.034826957,-0.08031483,0.011268985
-0.05490944,0.04880323,-0.049786747,0.01564817,0.0043305364,-0.04167612,0.053348042,-0.054681737,-0.0059242332,-0.024058824,-0.04972041,-0.04915893,0.06457004,-0.026626652,-0.08689084,0.005007783
-0.055059005,0.048601262,-0.049213935,0.014585029,0.005700095,-0.042885624,0.053806596,-0.053615797,-0.0029948906,-0.021231664,-0.04937597,-0.04561202,0.067876585,-0.022651354,-0.08907977,0.001485723
-0.055578254,0.04844653,-0.048426338,0.012829118,0.007919211,-0.04480545,0.054211877,-0.051495694,0.0019569153,-0.016197985,-0.048761513,-0.039408967,0.07308543,-0.016238524,-0.09228812,-0.003005818
-0.055940125,0.048100125,-0.04733845,0.010804364,0.010469123,-0.04688522,0.05470496,-0.04916715,0.0073199407,-0.010364585,-0.04725073,-0.03181281,0.077968426,-0.00868372,-0.094544604,-0.009591027
-0.05684453,0.04822243,-0.04678248,0.009049276,0.012562153,-0.048479594,0.054344848,-0.046470184,0.012126083,-0.0046402486,-0.045986462,-0.024874004,0.081874415,-0.0028116007,-0.0960083,-0.01191732
-0.05710179,0.04814626,-0.046360325,0.008168546,0.01361739,-0.04923226,0.054258924,-0.04523941,0.014299258,-0.0019138248,-0.04495485,-0.021282133,0.08310836,0.00015420842,-0.09582468,-0.0140492525
-0.05688182,0.047482606,-0.045098614,0.0064578224,0.015779607,-0.050899033,0.05500075,-0.043672096,0.017707283,0.002658934,-0.042343277,-0.014476906,0.0848995,0.0064287777,-0.0949764,-0.021957658
-0.05754296,0.047448378,-0.04448651,0.0049463324,0.01749135,-0.052060563,0.054447,-0.041233666,0.020909475,0.0077533666,-0.039899476,-0.007997594,0.085856885,0.010610385,-0.09371088,-0.024276143
-0.057666052,0.047173794,-0.043799203,0.0038366313,0.018814366,-0.05298829,0.05445928,-0.039825123,0.022915505,0.011097878,-0.03777925,-0.0033802364,0.08607382,0.014052959,-0.09216997,-0.027786579
-0.058035344,0.046794407,-0.042651106,0.0018302209,0.021087022,-0.054420814,0.05404917,-0.037032176,0.026326137,0.01710632,-0.033561617,0.004975131,0.08537551,0.01962172,-0.08816403,-0.0331107
-0.05782995,0.046156637,-0.041407704,0.0001906192,0.023022156,-0.055666063,0.05431095,-0.03525312,0.028791854,0.021256607,-0.029843694,0.011488799,0.08416283,0.024751266,-0.083688475,-0.03963574
-0.05745694,0.04533437,-0.039895214,-0.001679283,0.02520613,-0.057002172,0.054582473,-0.03313312,0.031347074,0.025654191,-0.02519202,0.018761447,0.081821255,0.0301727,-0.07708513,-0.047033943
-0.057878,0.044969365,-0.0387919,-0.003602072,0.027272714,-0.058137488,0.053847946,-0.030366214,0.03353642,0.030971916,-0.020117039,0.026510838,0.07874095,0.0340638,-0.071544304,-0.05123234
-0.058231607,0.044715315,-0.03800615,-0.0049514268,0.028686954,-0.058834396,0.053123184,-0.02822289,0.034778234,0.03458209,-0.016272563,0.031771727,0.07581742,0.036177784,-0.06694629,-0.05359397
-0.058045033,0.043833952,-0.03632103,-0.0071286466,0.031089574,-0.0601359,0.052825987,-0.025464406,0.036525436,0.03935889,-0.010034798,0.039608248,0.07056673,0.0406881,-0.05754787,-0.05959597
-0.05828064,0.04345712,-0.03533218,-0.008662643,0.032638185,-0.06078522,0.051989943,-0.023257354,0.037469603,0.042738605,-0.0053824345,0.044823993,0.06616588,0.04268575,-0.05139944,-0.06233424
-0.057992805,0.04272211,-0.033952143,-0.01032099,0.03445475,-0.061623212,0.051723957,-0.021219218,0.03833744,0.04561296,-0.0004361031,0.050058756,0.061036933,0.045454647,-0.04294143,-0.06626625
-0.058317,0.04199557,-0.032167528,-0.012968644,0.037053794,-0.0625167,0.05021322,-0.017484259,0.038921423,0.05020349,0.007902429,0.05779577,0.051763657,0.047791637,-0.031279944,-0.069703706
-0.058742363,0.04158089,-0.030996736,-0.014829371,0.038809504,-0.063051544,0.04891116,-0.01482374,0.038793128,0.053226423,0.01394983,0.06288586,0.04466584,0.048783276,-0.023667116,-0.071181946
-0.05854989,0.040890247,-0.029763203,-0.01628729,0.0402838,-0.06359248,0.048318896,-0.012806943,0.038820602,0.054789085,0.018533336,0.066229984,0.038723692,0.049752604,-0.015512312,-0.07268924
-0.059133716,0.0406101,-0.028810844,-0.017911924,0.04167756,-0.063858874,0.046789076,-0.010564331,0.03795187,0.0566982,0.023915965,0.06977494,0.031638306,0.04969645,-0.009642901,-0.07302212
-0.059213925,0.040487107,-0.028476821,-0.018394483,0.042091142,-0.06386611,0.0463353,-0.009868581,0.037786,0.056955695,0.025478514,0.07041444,0.02945836,0.04948171,-0.007526944,-0.073136784
-0.059339926,0.040195458,-0.027745582,-0.019425368,0.042979706,-0.06398267,0.04553848,-0.008631103,0.037053403,0.057418678,0.028610248,0.07187597,0.024804218,0.049354833,-0.0030887024,-0.07311176
-0.05952118,0.039725956,-0.02662154,-0.020934168,0.04425607,-0.064041674,0.044214312,-0.0066412846,0.035847623,0.057514455,0.033107128,0.07326777,0.017640121,0.048453227,0.0035574648,-0.072475545
-0.0592805,0.038990267,-0.025328614,-0.022378314,0.0455983,-0.06429839,0.04340117,-0.0048518316,0.03460473,0.05724739,0.037033904,0.07433317,0.010638095,0.04795576,0.011517121,-0.07125092
-0.060229305,0.03858966,-0.023947708,-0.024637012,0.047190163,-0.06398976,0.040650107,-0.002030298,0.031634796,0.056168426,0.043770403,0.07478299,-0.0009231607,0.045674853,0.018651756,-0.06946092
-0.060894992,0.038108494,-0.022602594,-0.026666606,0.048627052,-0.06367357,0.038295805,0.0004185282,0.028965741,0.054517064,0.049436647,0.07442597,-0.011256132,0.04334504,0.025626278,-0.0676396
-0.061169513,0.03770166,-0.021623004,-0.028008115,0.049553443,-0.06337672,0.03673409,0.0021648877,0.027453676,0.052772094,0.05282282,0.07332592,-0.0178532,0.04123193,0.030631928,-0.06629498
-0.061402045,0.037488494,-0.021036612,-0.028844206,0.050096005,-0.06315684,0.035694137,0.003131671,0.026389912,0.051449623,0.054863922,0.072493985,-0.0218772,0.039936244,0.033405453,-0.065492555
-0.06090938,0.036249902,-0.018941872,-0.030920174,0.051701084,-0.062674165,0.0334601,0.0067993295,0.025870366,0.04679699,0.059131674,0.06782414,-0.031226603,0.033394296,0.04448673,-0.06290745
-0.060530983,0.035602264,-0.017930456,-0.031815723,0.052428428,-0.062495034,0.03253928,0.008590782,0.025977964,0.044548128,0.060771767,0.0652996,-0.035189837,0.02992954,0.049910538,-0.061768357
-0.060843945,0.035172746,-0.01697037,-0.03302888,0.053119235,-0.061947424,0.03080494,0.010178453,0.024526363,0.04128818,0.062815554,0.06207581,-0.04056926,0.027182523,0.053271953,-0.060155988
-0.0605985,0.034432065,-0.015728565,-0.034236167,0.05392211,-0.061409976,0.029179148,0.01245883,0.024366781,0.037421856,0.06458791,0.057615735,-0.045440033,0.022275092,0.058600094,-0.058455322
-0.060744785,0.033638522,-0.014131066,-0.03603852,0.05490301,-0.060343668,0.026443874,0.015197209,0.023086483,0.03125531,0.066507086,0.050887413,-0.05225724,0.016517157,0.06360697,-0.055721056
-0.061586723,0.033028573,-0.01252625,-0.038221087,0.055841412,-0.058984105,0.023129076,0.017198317,0.019628627,0.023815533,0.06821615,0.043804213,-0.060399152,0.012808425,0.067034535,-0.05211636
-0.060975235,0.032168142,-0.011289095,-0.039145455,0.056400307,-0.058246084,0.021435719,0.02008596,0.021332465,0.019379409,0.06857904,0.037617322,-0.062412962,0.0057318136,0.07064655,-0.05067524
-0.06083737,0.031019147,-0.009280549,-0.041060634,0.05728004,-0.056745477,0.018145613,0.02361559,0.021291109,0.011069855,0.06872062,0.027547574,-0.0673466,-0.0024992698,0.074949965,-0.047234733
-0.060647633,0.029818581,-0.0072409385,-0.042935785,0.058069635,-0.05503635,0.014670813,0.027310425,0.021713434,0.0023111666,0.068002306,0.016676096,-0.07105599,-0.01098579,0.07792448,-0.043469597
-0.06080347,0.02896375,-0.005624704,-0.04456082,0.058631357,-0.05353908,0.011784644,0.029627228,0.020935126,-0.0050113066,0.0668494,0.008196651,-0.07416188,-0.015959287,0.07961294,-0.039912853
-0.06068455,0.02786498,-0.0037299513,-0.04629913,0.0591772,-0.051648654,0.008349618,0.03286384,0.021374896,-0.013467622,0.06461172,-0.0021934072,-0.07576727,-0.022900688,0.08023931,-0.03588517
-0.06063864,0.026820527,-0.0019153253,-0.047963742,0.059603274,-0.049786042,0.005036161,0.035726264,0.021642195,-0.021520253,0.061926223,-0.011928271,-0.07671129,-0.02867741,0.08017855,-0.03178295
-0.060267013,0.025703307,-0.0001664353,-0.049326155,0.0599118,-0.047932982,0.0018415401,0.039098285,0.023328952,-0.028767794,0.058861252,-0.02149766,-0.07565831,-0.035114743,0.07877901,-0.028274355
-0.060134582,0.02505585,0.00086284074,-0.05015416,0.060062464,-0.046816833,-4.577573e-05,0.040793296,0.023951335,-0.032896467,0.056774747,-0.026910698,-0.074925765,-0.038118202,0.07790273,-0.025950378
-0.060118493,0.02374383,0.0030568992,-0.051996965,0.0602312,-0.044157695,-0.004154304,0.043761637,0.024593016,-0.041743662,0.05091034,-0.037875015,-0.07228188,-0.04216796,0.07444416,-0.020269927
-0.059815206,0.022959236,0.0042485744,-0.05284955,0.06026947,-0.042698633,-0.0063582156,0.045855258,0.025927205,-0.04603844,0.047911413,-0.0436856,-0.07008374,-0.04516916,0.07205899,-0.017684082
-0.05974515,0.022397257,0.005165653,-0.05357265,0.060223185,-0.04147113,-0.008097329,0.04703883,0.026443021,-0.04927137,0.044911627,-0.047700405,-0.06787279,-0.046081606,0.06955454,-0.015210465
-0.05946765,0.021390287,0.006725899,-0.054665416,0.060109094,-0.039388604,-0.011026677,0.049309365,0.027838059,-0.054149274,0.03984523,-0.054073922,-0.06359977,-0.047748365,0.065190665,-0.011116751
-0.05906157,0.02049449,0.007998085,-0.055420544,0.05992493,-0.037608415,-0.013515095,0.05157055,0.029674498,-0.057515237,0.035640154,-0.05881821,-0.058990914,-0.04890632,0.06029452,-0.00796991
-0.059068233,0.019702343,0.009268811,-0.056338817,0.05972397,-0.03586852,-0.015757851,0.052582543,0.029953582,-0.060785543,0.030608226,-0.062842764,-0.05498253,-0.048205048,0.056832768,-0.0038673915
-0.058792762,0.018921971,0.0103763975,-0.056970574,0.059449136,-0.034172766,-0.017919755,0.054150824,0.031127961,-0.06292736,0.026281085,-0.06599724,-0.050250106,-0.04752552,0.05214858,-0.00046710687
-0.059243422,0.017751029,0.012398051,-0.058580525,0.0588843,-0.0312223,-0.021208134,0.054153286,0.030026777,-0.06694806,0.016429586,-0.070617184,-0.04285756,-0.043427687,0.046929415,0.007817813
-0.05960232,0.017549403,0.012861254,-0.05907223,0.058708604,-0.030535815,-0.021817327,0.053433113,0.029087095,-0.06783696,0.013442086,-0.071426,-0.041098393,-0.041748922,0.04621553,0.010342598
-0.05979037,0.016929718,0.013883337,-0.059828103,0.058300365,-0.028965555,-0.023430262,0.053311754,0.028654143,-0.06892933,0.008251661,-0.072723486,-0.036773313,-0.039272767,0.043251146,0.014573725
-0.059922695,0.01598761,0.0153715685,-0.06078586,0.057643015,-0.026640415,-0.02580018,0.05336351,0.028483396,-0.06958962,0.00080479746,-0.073741004,-0.029712616,-0.03502983,0.037872683,0.020707496
-0.059624765,0.015200449,0.016441355,-0.06124099,0.057105023,-0.024815407,-0.027785094,0.054363158,0.029252097,-0.069402754,-0.0036410268,-0.073904574,-0.024250548,-0.032022625,0.03289312,0.024409141
-0.059100594,0.01395505,0.018073434,-0.061873876,0.05613331,-0.021836303,-0.030938193,0.055915385,0.030513465,-0.068074115,-0.010626392,-0.072999775,-0.015098792,-0.026199084,0.024301242,0.030277116
-0.059044197,0.0125865415,0.020051626,-0.06290027,0.05492949,-0.018410325,-0.034068488,0.055885773,0.030393142,-0.066035606,-0.02001021,-0.07143403,-0.0046926253,-0.019472672,0.016825901,0.03827735
-0.05921511,0.0121952025,0.020696117,-0.06328379,0.054526366,-0.017390253,-0.034860093,0.05529926,0.03000473,-0.065142125,-0.02334124,-0.070727475,-0.0013546963,-0.017345471,0.014969101,0.04108061
-0.059224673,0.011680139,0.021440323,-0.063646235,0.05400493,-0.016084908,-0.035892546,0.05503357,0.029802151,-0.063730165,-0.026716726,-0.06937854,0.0023816063,-0.014867394,0.01249777,0.043991044
-0.060119953,0.011042606,0.022633463,-0.06461688,0.0532407,-0.014540302,-0.036461376,0.05212244,0.0280166,-0.061316706,-0.033612687,-0.067940354,0.008096491,-0.012848299,0.011562381,0.049456246
-0.059875533,0.010031563,0.02393594,-0.06503402,0.05213141,-0.012072438,-0.03845644,0.05199398,0.027690709,-0.057342924,-0.03862116,-0.06381858,0.014561676,-0.0073671527,0.0066350936,0.054061297
-0.060697176,0.008758693,0.025928149,-0.0661945,0.050581634,-0.009083215,-0.039936747,0.048494328,0.025708089,-0.051082417,-0.047902506,-0.05903026,0.024250299,-0.003104565,0.002956576,0.061799265
-0.05986255,0.0076084603,0.02720914,-0.06620708,0.049159296,-0.006045792,-0.042604968,0.049469173,0.025387695,-0.045304675,-0.05124754,-0.05225175,0.030354435,0.0050344346,-0.003230653,0.065943286
-0.059048645,0.0067411168,0.028097402,-0.06606606,0.048061073,-0.0036897338,-0.044762265,0.050583143,0.025161376,-0.04068467,-0.053023525,-0.046331447,0.03456251,0.012079783,-0.008288102,0.06872767
