0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
-0.065548554,0.0953007,0.13285463,0.12545191,-0.050411582,-0.07350472,0.08956652,-0.0841199,0.09168998,-0.14423208,0.0021845954,-0.0014177535,0.12413346,-0.15167695,0.023991147,-0.10371804,0.079396665,-0.07683507,-0.04140915,-0.048145037
-0.06728861,0.09556176,0.13189805,0.12543209,-0.044564515,-0.066889875,0.09717532,-0.08668593,0.088358305,-0.12997289,-0.006920146,0.010708867,0.13217093,-0.13154119,0.03912991,-0.07893442,0.10268468,-0.06818824,-0.027624471,-0.052299663
-0.06838065,0.09566756,0.13104355,0.124831125,-0.04031742,-0.06269893,0.10121361,-0.08682931,0.08389417,-0.1192898,-0.011502891,0.01933324,0.13196567,-0.11312023,0.04582358,-0.057382457,0.11202141,-0.05726979,-0.014310081,-0.047574654
-0.0686497,0.09559783,0.13040204,0.12358961,-0.038590796,-0.060775626,0.10045972,-0.08407206,0.079484485,-0.11207202,-0.011137593,0.021539416,0.12357955,-0.09750752,0.043678083,-0.04308093,0.10050412,-0.044739783,-0.0061214548,-0.037993003
-0.06903176,0.09540926,0.12922949,0.12114435,-0.035649333,-0.057695154,0.09824798,-0.078912266,0.07177711,-0.0990796,-0.010776196,0.024199754,0.106696114,-0.07201529,0.037361957,-0.020334858,0.076233484,-0.023839349,0.007099489,-0.020013927
-0.06985562,0.0951516,0.12747097,0.11780981,-0.030381147,-0.053322792,0.096687324,-0.072232,0.06048004,-0.081048556,-0.011189795,0.030598318,0.08501088,-0.039713733,0.027527247,0.010075687,0.049550463,-0.0005357726,0.027935551,0.004820262
-0.07070032,0.09487771,0.12577876,0.11461429,-0.025156844,-0.049600888,0.095548555,-0.06552816,0.049585864,-0.06552368,-0.010297014,0.0372009,0.06464089,-0.012186508,0.016531939,0.034298595,0.026418108,0.015209795,0.045192745,0.026308667
-0.07170079,0.0945782,0.12394415,0.11105077,-0.019151311,-0.046165004,0.094854064,-0.05825808,0.037907444,-0.050469708,-0.008075539,0.044763524,0.043684505,0.013100767,0.0034196002,0.054670986,0.0050514797,0.023929715,0.060790855,0.04682425
-0.073249936,0.09401894,0.12088034,0.10488166,-0.009531343,-0.04133622,0.092878066,-0.045921464,0.019243462,-0.02773087,-0.0021730924,0.055376556,0.010037998,0.047937326,-0.018976752,0.076262906,-0.029329265,0.027959289,0.07438519,0.07478296
-0.07445166,0.09338026,0.117849275,0.09832519,-0.001292423,-0.03713362,0.08837115,-0.032623086,0.002276194,-0.0069762915,0.005158917,0.060206324,-0.022714678,0.07621656,-0.03957036,0.086191215,-0.06375176,0.027314428,0.073862664,0.09201887
-0.07573424,0.092503265,0.113988906,0.089731,0.008051682,-0.032512873,0.080987096,-0.015678152,-0.01725493,0.016523406,0.015132254,0.061356496,-0.060591836,0.10289225,-0.061282463,0.08526638,-0.10051731,0.021362517,0.057857055,0.100238845
-0.076600306,0.09177537,0.111026675,0.08304943,0.014583649,-0.029433602,0.074323796,-0.0026005614,-0.030295292,0.03193689,0.022967491,0.05852695,-0.085568205,0.11660653,-0.07317003,0.07661526,-0.120088376,0.014848673,0.037455574,0.09757591
-0.0767736,0.09140646,0.1095402,0.07964821,0.016794076,-0.027673546,0.06921984,0.00379751,-0.03528139,0.039291713,0.025552552,0.05267061,-0.09738284,0.12153324,-0.07549584,0.070470564,-0.12704402,0.015237872,0.023956869,0.089756064
-0.07774987,0.09051479,0.106199436,0.072092235,0.023446053,-0.025677819,0.06178661,0.017538432,-0.045891795,0.049882956,0.03516069,0.04475972,-0.11355531,0.12238841,-0.076766856,0.047051176,-0.12571636,0.0056954185,-0.0105521055,0.073671214
-0.07862286,0.0893714,0.102017045,0.062394965,0.030062476,-0.022906212,0.050035186,0.033590175,-0.056389082,0.062039368,0.044318635,0.02958914,-0.12867303,0.11858129,-0.06989928,0.016917115,-0.11491191,0.0027815371,-0.053455546,0.0443689
-0.07972821,0.087917164,0.09702746,0.050819613,0.037514642,-0.020612665,0.036501143,0.051890865,-0.066040255,0.07238297,0.054587815,0.010147712,-0.13743325,0.10732066,-0.053853154,-0.018683499,-0.09143276,0.0051565534,-0.09866759,0.009905106
-0.080502935,0.08689656,0.093645334,0.043066673,0.042197242,-0.01971263,0.027627965,0.063426934,-0.07020931,0.07654338,0.06042188,-0.0046912977,-0.13818815,0.09631769,-0.038539317,-0.04053426,-0.07122536,0.011705669,-0.122263886,-0.011260028
-0.08156995,0.085327215,0.08867757,0.031751253,0.04808203,-0.01893897,0.014431588,0.07838272,-0.073266946,0.079567745,0.065848276,-0.027061183,-0.13136862,0.07628734,-0.0120796515,-0.06473537,-0.039507072,0.027678842,-0.13992935,-0.038279735
-0.08237994,0.0835791,0.08313843,0.019325947,0.052736588,-0.017201738,-0.002032078,0.0920982,-0.07416122,0.08236294,0.06568835,-0.052285038,-0.11884462,0.052068174,0.017750692,-0.080967486,-0.0052966927,0.047834203,-0.13806638,-0.067550756
-0.0833213,0.0813187,0.076172,0.0039992807,0.057304397,-0.015542118,-0.02252962,0.106376775,-0.07167956,0.082303576,0.060896453,-0.0821616,-0.09627642,0.021163907,0.052993804,-0.087058514,0.030263951,0.072089784,-0.1118557,-0.093205534
-0.084057756,0.07978648,0.071668856,-0.0056957784,0.05981694,-0.015566362,-0.034517866,0.113987915,-0.06722096,0.07933255,0.055906143,-0.10015328,-0.078442566,0.0025957956,0.07325773,-0.08247128,0.04457463,0.086839095,-0.084065914,-0.100455485
-0.084794834,0.077882215,0.06618433,-0.017128726,0.061651856,-0.015405373,-0.049129833,0.12011534,-0.059704218,0.07425982,0.045350984,-0.117817804,-0.0546426,-0.017762797,0.08979358,-0.06601673,0.05247333,0.094112165,-0.037654623,-0.1005794
-0.085262574,0.076167665,0.06128876,-0.027063346,0.062158227,-0.0145977205,-0.062223393,0.12274281,-0.05210351,0.069920555,0.032246217,-0.12954779,-0.033514403,-0.034187324,0.09736191,-0.04626111,0.054886866,0.090314046,0.0074413246,-0.09697049
-0.08612126,0.074112244,0.055955444,-0.037493374,0.062197775,-0.016174132,-0.07404016,0.12342621,-0.04003873,0.061667148,0.016464435,-0.1384287,-0.0093071805,-0.045708492,0.09723386,-0.01525385,0.04271146,0.08035597,0.056747142,-0.08422786
-0.0867146,0.0718492,0.050008547,-0.04848633,0.06081511,-0.016171906,-0.08733392,0.12076477,-0.02729863,0.053711113,-0.0040818336,-0.14135176,0.01472143,-0.055899546,0.08789107,0.01782967,0.029884947,0.05513402,0.103254,-0.06845325
-0.08684209,0.0705552,0.046522208,-0.054617617,0.05934419,-0.015071682,-0.09520956,0.11700358,-0.020264978,0.050285578,-0.017952558,-0.13843705,0.027387742,-0.061568692,0.077163786,0.034429464,0.024377203,0.032509506,0.12283548,-0.056820963
-0.08727431,0.06877152,0.04216729,-0.06192483,0.056828696,-0.015613046,-0.102935225,0.1107481,-0.009389819,0.044206966,-0.03482756,-0.13215898,0.040027954,-0.061731666,0.05870047,0.055776577,0.012616175,0.0035508396,0.1356497,-0.044398654
-0.0877361,0.06670604,0.03728036,-0.06962939,0.05318684,-0.016380657,-0.11055035,0.10153036,0.0032748713,0.037605062,-0.053816307,-0.119896136,0.05069263,-0.057975184,0.032277983,0.07538708,0.0013392089,-0.03281109,0.13533802,-0.030436575
-0.088012874,0.06426365,0.031391416,-0.07824268,0.04798629,-0.015689958,-0.1187019,0.08831521,0.01618253,0.030589357,-0.07445111,-0.099100046,0.059933756,-0.052351236,-0.00042769316,0.088396475,-0.004126992,-0.075352184,0.120157085,-0.012851252
-0.088607065,0.06133617,0.025050787,-0.0867861,0.040998932,-0.016999487,-0.12531368,0.07150118,0.031862337,0.023782069,-0.09606929,-0.07273005,0.06278847,-0.039672717,-0.03927021,0.09460832,-0.0050509786,-0.116053745,0.08600913,-0.001660381
-0.089176744,0.058732424,0.019773228,-0.093210906,0.034116346,-0.01857702,-0.12913649,0.055657867,0.044281628,0.01948287,-0.11180411,-0.04802309,0.05983333,-0.027128858,-0.068624675,0.08953182,0.0018938471,-0.13969097,0.04898501,0.0022269299
-0.08937641,0.056558773,0.015127071,-0.09827928,0.027984519,-0.018170757,-0.13168699,0.040742338,0.052290183,0.016416736,-0.12151665,-0.023244765,0.05631453,-0.019029994,-0.08873426,0.07644884,0.012408365,-0.15019272,0.015104898,0.011093322
-0.089720264,0.05428062,0.010719484,-0.102389716,0.021089043,-0.018612375,-0.13254523,0.025553359,0.05917695,0.014921228,-0.12750514,0.0006964747,0.048288133,-0.010260206,-0.10176353,0.05617636,0.027670909,-0.14802113,-0.0163128,0.015133887
-0.0895175,0.052134052,0.005876676,-0.106530346,0.014574657,-0.015628474,-0.13266666,0.009450525,0.06236912,0.011696168,-0.12729293,0.028701842,0.0434251,-0.005678535,-0.108097695,0.031469386,0.038822353,-0.13354073,-0.045300115,0.030947758
-0.089288175,0.049967874,0.0011151755,-0.10994462,0.007731911,-0.01242813,-0.13128388,-0.0062818117,0.06358559,0.009070027,-0.12261581,0.055317767,0.03729465,-0.0022237522,-0.106667906,0.004293532,0.04882992,-0.10881217,-0.066644795,0.045122687
-0.0892889,0.047872987,-0.002827136,-0.11200324,0.000840855,-0.01088461,-0.12864514,-0.020338053,0.06365903,0.009212832,-0.11571277,0.076634385,0.02836453,-0.00035459525,-0.09883433,-0.022541163,0.05889611,-0.07958703,-0.07721703,0.054695703
-0.089139,0.044132117,-0.009846374,-0.11461998,-0.0113783525,-0.006925843,-0.122150004,-0.04400475,0.060681116,0.009211485,-0.09690673,0.108396664,0.0118477205,-5.6585895e-06,-0.07375779,-0.0672577,0.06673185,-0.019659352,-0.079988286,0.07111544
-0.088712655,0.04237028,-0.013665321,-0.1158973,-0.016780376,-0.0028954924,-0.117640674,-0.055513363,0.05709603,0.006402586,-0.08318561,0.12504357,0.007500156,-0.00030540954,-0.058980435,-0.08488753,0.060569696,0.013198374,-0.07925408,0.08004243
-0.08865997,0.039569408,-0.01827843,-0.11584779,-0.02604283,-0.0001472408,-0.11045612,-0.069893606,0.050383743,0.00830834,-0.0626641,0.13848151,-0.002897349,-0.004769057,-0.03051086,-0.1052151,0.052309312,0.050539598,-0.05978729,0.08796199
-0.08855705,0.036384385,-0.02327187,-0.11492686,-0.036329355,0.003222081,-0.10143775,-0.084383,0.040974867,0.010725901,-0.03690949,0.14850211,-0.012193676,-0.012097948,0.0029273278,-0.11853018,0.03438332,0.08463457,-0.032695066,0.094879046
-0.08825016,0.033572145,-0.027883608,-0.11360544,-0.044909008,0.007543055,-0.091892235,-0.095486954,0.030569771,0.0105501115,-0.010924926,0.15239535,-0.017202193,-0.017846085,0.03195371,-0.119125195,0.00947143,0.10643292,-0.007676887,0.093256466
-0.08825619,0.030308228,-0.032137923,-0.11059725,-0.05500208,0.010693209,-0.081982814,-0.1049119,0.017324908,0.014436638,0.015713686,0.14980635,-0.020187339,-0.028514044,0.060664788,-0.110026084,-0.019615948,0.11290662,0.020217385,0.0931151
-0.08813753,0.027506828,-0.035771992,-0.10740205,-0.06305873,0.014269394,-0.07258715,-0.110634185,0.004771639,0.01569862,0.03871185,0.14239192,-0.019320462,-0.03556437,0.07987465,-0.09219112,-0.04674257,0.107290275,0.03798816,0.08440202
-0.08793297,0.023029348,-0.0411405,-0.101316065,-0.07520833,0.020130794,-0.05772949,-0.116384685,-0.015788905,0.017549962,0.0717208,0.12430742,-0.013080242,-0.046475325,0.099082336,-0.053198818,-0.08799932,0.08424472,0.051669974,0.064843506
-0.08751148,0.019542543,-0.045557767,-0.09607701,-0.0835054,0.026018322,-0.044584155,-0.118121825,-0.03197861,0.014974078,0.09592303,0.10491168,-0.0057062674,-0.049023096,0.1045126,-0.01630642,-0.113869876,0.060447536,0.05010487,0.03658958
-0.08709954,0.016442623,-0.04930428,-0.09088395,-0.09011616,0.031413212,-0.03311675,-0.117226504,-0.04590676,0.011295984,0.11402913,0.08580623,0.0031877598,-0.04813445,0.100335546,0.017535208,-0.12759736,0.038147047,0.03756458,0.008177342
-0.08681706,0.013572961,-0.052255798,-0.08537256,-0.09576076,0.03616826,-0.023491625,-0.11346094,-0.058505993,0.007035712,0.12562153,0.066287585,0.013612636,-0.044335682,0.08801743,0.0470986,-0.12937234,0.01679345,0.017663883,-0.017187752
-0.08640011,0.010263051,-0.05551548,-0.078588605,-0.10114523,0.041884832,-0.012714516,-0.10711561,-0.07147553,0.00065994175,0.13388976,0.043210648,0.026179304,-0.036492772,0.066208564,0.0763573,-0.12026443,-0.0017884251,-0.0118073905,-0.046759702
-0.086055875,0.007688654,-0.05783919,-0.07294639,-0.104547046,0.04651176,-0.004794485,-0.100037165,-0.08044612,-0.005970906,0.13587546,0.02450672,0.035662685,-0.02661639,0.044841498,0.093339145,-0.1037838,-0.011763334,-0.035112962,-0.068435945
-0.0853013,0.0043092663,-0.061261144,-0.06535153,-0.1073133,0.053172927,0.0068047238,-0.08942005,-0.08921653,-0.016671617,0.13345326,-0.0004800776,0.045391142,-0.009836344,0.013638052,0.1070926,-0.07066664,-0.017312877,-0.061245583,-0.09653845
-0.084201716,0.0013792581,-0.06499669,-0.05868658,-0.10782145,0.059812527,0.019761221,-0.07865483,-0.0935797,-0.029222785,0.12740831,-0.025844853,0.04828626,0.010365841,-0.013388699,0.11131841,-0.029836088,-0.0216434,-0.072287574,-0.12077235
-0.08346846,-0.00071164063,-0.06730007,-0.05365961,-0.10763973,0.064168125,0.027652534,-0.069928594,-0.095323436,-0.03779356,0.12026505,-0.041606043,0.049323443,0.024589898,-0.03169389,0.108216606,-0.0011934332,-0.018752743,-0.07608624,-0.12996803
-0.082640685,-0.00458094,-0.069968015,-0.043878656,-0.107410654,0.07137268,0.036729816,-0.052135993,-0.09774707,-0.051938448,0.09970396,-0.060501993,0.053834822,0.048351742,-0.061884005,0.08897384,0.0438931,-0.00092425215,-0.07421119,-0.13125071
-0.08219023,-0.0076092724,-0.071258545,-0.0360296,-0.10677773,0.0766798,0.040680338,-0.03762695,-0.09805636,-0.062530816,0.081633285,-0.06928741,0.05615763,0.065326795,-0.080049925,0.0676271,0.06963354,0.01962717,-0.06576359,-0.1257547
-0.08129611,-0.010340334,-0.073329285,-0.02888769,-0.10401594,0.081552565,0.04745973,-0.023815392,-0.09405,-0.072586,0.061615046,-0.079784475,0.050440136,0.08007925,-0.08905195,0.0427056,0.093352586,0.027162373,-0.04223432,-0.10947282
-0.07998059,-0.014589506,-0.07591057,-0.017856093,-0.09880745,0.08858677,0.05552621,-0.003073502,-0.08535681,-0.08598487,0.029807214,-0.08802799,0.039263666,0.09744304,-0.09272996,0.0017297802,0.11476316,0.037103772,0.001130475,-0.07862743
-0.079241715,-0.017300477,-0.07706598,-0.010874786,-0.09484072,0.0929057,0.058601532,0.010124832,-0.077958584,-0.09398837,0.009332589,-0.0898704,0.029096145,0.105733395,-0.08673999,-0.024410006,0.11741705,0.037514195,0.032676,-0.056724902
-0.078094155,-0.021675084,-0.07829144,0.00021697175,-0.08746813,0.0993014,0.06136542,0.029571572,-0.06388735,-0.10445772,-0.020426622,-0.08495859,0.010651633,0.11187786,-0.066381246,-0.060384106,0.1049999,0.030486722,0.08010063,-0.023392526
-0.077147506,-0.024236282,-0.0794047,0.0067101996,-0.08166931,0.10249625,0.06418898,0.040667467,-0.05272041,-0.10821869,-0.0385958,-0.08311739,-0.0044388776,0.11034052,-0.048732262,-0.077769645,0.09215035,0.015336875,0.104772285,0.0018364303
-0.075944744,-0.026792066,-0.08081486,0.013125339,-0.07450837,0.104631335,0.06788157,0.05041498,-0.03926281,-0.108135015,-0.05526458,-0.08037352,-0.021169923,0.10173682,-0.028813532,-0.0884746,0.07362391,-0.0044387104,0.11846463,0.029370358
-0.074636236,-0.030842103,-0.081277125,0.022607213,-0.06376158,0.10872613,0.06801633,0.063201755,-0.019044457,-0.10930215,-0.072961055,-0.067508735,-0.046374567,0.08647942,0.009729552,-0.09305949,0.03788272,-0.041804597,0.12916689,0.052318577
-0.07394855,-0.03295981,-0.0812782,0.027208928,-0.057678796,0.1105135,0.066981204,0.06809897,-0.0075502866,-0.10766332,-0.07911615,-0.060490526,-0.059498142,0.0748438,0.02863928,-0.088808864,0.019914733,-0.060188193,0.124719374,0.058944393
-0.07309523,-0.03521973,-0.081348926,0.031899214,-0.050351515,0.11173723,0.066156976,0.072256975,0.0055358387,-0.103418894,-0.08405674,-0.052888297,-0.07335671,0.05852545,0.048420623,-0.078693666,0.0017104987,-0.08102176,0.10998975,0.06641025
-0.07162492,-0.039581336,-0.0805117,0.0401519,-0.03604182,0.11388739,0.06238014,0.07646156,0.029660521,-0.09396298,-0.082700424,-0.035827823,-0.09595614,0.025805812,0.07922644,-0.04711613,-0.022799099,-0.111515686,0.067062445,0.06755556
-0.070660226,-0.041187197,-0.0809911,0.04338685,-0.029406402,0.11282947,0.062933505,0.07772448,0.0401194,-0.08481482,-0.08479632,-0.030799355,-0.10239948,0.0078645535,0.086998925,-0.03468246,-0.033230014,-0.116253525,0.042579193,0.07405786
-0.06862659,-0.04439269,-0.081765264,0.049496446,-0.015554237,0.10939712,0.06390347,0.07793363,0.05955257,-0.063673906,-0.082062736,-0.019531425,-0.109084494,-0.027701076,0.09143732,-0.006025532,-0.04585155,-0.10766957,-0.011643081,0.07982785
-0.06747793,-0.047120173,-0.08087816,0.053393055,-0.0048564915,0.10849321,0.061346676,0.07449315,0.07380624,-0.049975373,-0.072831936,-0.012635761,-0.11424585,-0.05172014,0.09071024,0.020142509,-0.04147086,-0.1011427,-0.050180975,0.07823489
-0.06547916,-0.050512187,-0.08052322,0.058215097,0.009934828,0.1039296,0.05976101,0.06882114,0.09056986,-0.02550502,-0.059783418,-0.003604052,-0.11087283,-0.0823273,0.07606761,0.048540905,-0.034666535,-0.06767912,-0.095833436,0.07304028
-0.06375338,-0.05339618,-0.07999569,0.061742168,0.022684827,0.09942662,0.058209237,0.062368713,0.10319475,-0.0036731234,-0.04755972,0.00236297,-0.10412021,-0.10531106,0.05840511,0.06825194,-0.025576856,-0.033929676,-0.12630923,0.06857156
-0.062774904,-0.055357542,-0.07892611,0.06324953,0.030817807,0.096960865,0.056146394,0.055328123,0.10971162,0.009809422,-0.036736973,0.0034364369,-0.09660429,-0.115507275,0.04028761,0.0757146,-0.013715985,-0.0083132945,-0.1325585,0.065390125
-0.061342835,-0.058944307,-0.07590709,0.064565465,0.0450037,0.09391607,0.051991977,0.04005428,0.11869393,0.029875236,-0.014471498,-0.0011849959,-0.08223856,-0.12455084,0.0040665627,0.08045744,0.011527059,0.03331563,-0.12730141,0.068503335
