0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
-0.059595834,-0.0617503,-0.07438628,0.06580301,0.057055626,0.08741285,0.049825013,0.027945857,0.122982085,0.050933495,0.0006512068,-0.0016391225,-0.06090595,-0.12713838,-0.02799415,0.0736827,0.019814683,0.07412228,-0.109247684,0.057240125
-0.057689972,-0.06477351,-0.07248734,0.06638165,0.06987223,0.07982024,0.047795128,0.014186218,0.12479322,0.07246609,0.014757189,-0.0035180028,-0.035186455,-0.12416718,-0.05966437,0.058673322,0.02148933,0.10938269,-0.08125417,0.044518895
-0.05643694,-0.06737128,-0.06972971,0.06526181,0.07962885,0.07528214,0.046251215,1.644439e-05,0.12323404,0.08619898,0.02487703,-0.010752007,-0.014068083,-0.11450897,-0.08445162,0.036701992,0.017230073,0.1267722,-0.04758759,0.040773034
-0.05528177,-0.06902299,-0.06849812,0.06476341,0.08614591,0.06990831,0.045551654,-0.007999824,0.1201348,0.09668246,0.028646408,-0.010961492,0.0034940804,-0.106079586,-0.09484434,0.021345137,0.008553699,0.13206995,-0.02618298,0.028131396
-0.054342315,-0.07029169,-0.06741739,0.06397198,0.09074941,0.06526778,0.04510703,-0.014381206,0.115678504,0.10365498,0.030336237,-0.010383998,0.018497318,-0.09596641,-0.099924035,0.0064452756,-0.0022446625,0.12985596,-0.0069461395,0.014831979
-0.052396376,-0.072635986,-0.06551946,0.062251493,0.099181145,0.05500739,0.044279315,-0.024807451,0.10524673,0.114682816,0.030477269,-0.008680944,0.045539994,-0.07279944,-0.099390194,-0.020303108,-0.025754843,0.113226764,0.023520077,-0.015985383
-0.05020602,-0.075463645,-0.062491573,0.058744706,0.10814597,0.043427203,0.044202637,-0.037748076,0.08970319,0.123265594,0.025969373,-0.0088624535,0.07502771,-0.041319046,-0.0899441,-0.053730015,-0.059184175,0.081067875,0.053581763,-0.05127944
-0.04813288,-0.07742353,-0.061064657,0.056807443,0.114335686,0.031425137,0.042840052,-0.04448429,0.07543795,0.12839891,0.022536296,-0.001955419,0.09719151,-0.015032007,-0.07456752,-0.070770234,-0.07487361,0.049496647,0.070696056,-0.08357684
-0.04663686,-0.0792252,-0.058767363,0.053415995,0.11872988,0.023293052,0.043610893,-0.051226124,0.061683718,0.12900801,0.014585585,0.00056600204,0.11191762,0.0060389116,-0.056362588,-0.08421531,-0.091133624,0.02103695,0.07377711,-0.10289041
-0.04506128,-0.08088172,-0.056766123,0.050144587,0.12227663,0.014357368,0.043850303,-0.055537153,0.047245417,0.12716341,0.006359811,0.0057721543,0.12259334,0.025280379,-0.033882514,-0.08842225,-0.0960285,-0.006442691,0.067674346,-0.116300866
-0.042996988,-0.08319573,-0.05332575,0.04422052,0.12595823,0.0031314467,0.045716327,-0.060615126,0.026214033,0.12104984,-0.009461061,0.011748771,0.13115062,0.04805928,0.0008345538,-0.08757238,-0.09762328,-0.039385777,0.048286706,-0.12813982
-0.04037162,-0.08628776,-0.048146833,0.034810707,0.12940271,-0.010721056,0.050145816,-0.06475152,-0.0018318207,0.10897211,-0.034302313,0.020536903,0.13319655,0.06887288,0.048676327,-0.071432605,-0.08260699,-0.0685999,0.009723681,-0.13081475
-0.03821559,-0.08795815,-0.04592769,0.030446194,0.13031606,-0.022982934,0.048801765,-0.06410941,-0.020610731,0.09802423,-0.041881476,0.030804252,0.13101195,0.08445585,0.07396425,-0.054127872,-0.05519836,-0.0853592,-0.003418832,-0.12216212
-0.035597064,-0.08988183,-0.04331034,0.025019644,0.13026243,-0.037678637,0.04657878,-0.060885776,-0.041922227,0.0824745,-0.048576415,0.04331811,0.1215686,0.096333236,0.09749417,-0.025703654,-0.010390506,-0.09269807,-0.015911745,-0.0983211
-0.032925077,-0.09160712,-0.040917773,0.019992027,0.12876771,-0.052320704,0.042904712,-0.055675115,-0.061511494,0.06484296,-0.050726686,0.05517433,0.10710836,0.10410992,0.111408114,0.004072935,0.03677033,-0.09069755,-0.0196988,-0.06617763
-0.030318439,-0.093610846,-0.037284937,0.012358402,0.12585637,-0.065280356,0.042861126,-0.047565907,-0.08002208,0.04560532,-0.055070885,0.0680608,0.085711315,0.09889654,0.116119705,0.041240625,0.08763959,-0.06727286,-0.018617544,-0.032523636
-0.027794842,-0.09534322,-0.033979084,0.0053670513,0.12171959,-0.07709236,0.041895743,-0.03802688,-0.09486507,0.026670827,-0.054357078,0.07891548,0.06236538,0.08955057,0.10939186,0.0719527,0.12691844,-0.04030848,-0.0081288805,-0.00054867455
-0.025431486,-0.09692329,-0.03076723,-0.0015404758,0.11679126,-0.087396905,0.041096076,-0.026917543,-0.10591947,0.0089111235,-0.04992395,0.08792862,0.03802417,0.07538158,0.09352639,0.09703528,0.15467015,-0.011236946,0.00829171,0.027939685
-0.023588808,-0.09804021,-0.028245578,-0.0067933234,0.111967646,-0.094771385,0.040112484,-0.017295023,-0.11202121,-0.0046576643,-0.042935077,0.09306695,0.018682411,0.06335282,0.074992634,0.10927249,0.16319887,0.007663603,0.024857268,0.045191776
-0.022170793,-0.09891291,-0.026196694,-0.011155926,0.107634895,-0.099806726,0.039624017,-0.008305436,-0.11444149,-0.0145231625,-0.03502507,0.09576419,0.0033294838,0.051799603,0.056013636,0.11424661,0.1612897,0.020434707,0.039259538,0.054989528
-0.019681862,-0.09988843,-0.024075942,-0.01534304,0.10017566,-0.1089495,0.03265808,0.0031044804,-0.116773404,-0.03094049,-0.01899064,0.09147806,-0.020614551,0.037620146,0.02607802,0.10815208,0.1376064,0.02917896,0.050223812,0.07515288
-0.017506704,-0.100737296,-0.022142706,-0.019309489,0.09301637,-0.11603781,0.026710609,0.014284052,-0.11612762,-0.04381826,-0.0028942856,0.08567581,-0.040643398,0.023925435,-0.0024031596,0.09677094,0.10714518,0.032503758,0.057612337,0.08674237
-0.014719489,-0.101802826,-0.018894868,-0.02513679,0.08181714,-0.12347917,0.021680353,0.02970698,-0.10954643,-0.057860572,0.020038003,0.0777471,-0.059518106,0.0020553647,-0.04109206,0.06765055,0.058379706,0.020857057,0.064969875,0.083956525
-0.011568732,-0.103051156,-0.014614898,-0.032638982,0.067523435,-0.1302021,0.018204303,0.049322236,-0.096136235,-0.06997122,0.049250744,0.06851673,-0.073166646,-0.023154838,-0.082394786,0.024437973,0.00078927906,-0.006342281,0.06675755,0.07032032
-0.0103115635,-0.10350157,-0.01273115,-0.0356118,0.061192248,-0.13212264,0.017229991,0.057361033,-0.08827344,-0.07368807,0.06159996,0.063113116,-0.07590115,-0.029817289,-0.09453035,0.0046488377,-0.020322463,-0.02187966,0.062522404,0.062453277
-0.009073531,-0.10391711,-0.010935418,-0.03831253,0.054723434,-0.13368651,0.01600121,0.06491869,-0.078832805,-0.07612284,0.07344846,0.055987373,-0.07575764,-0.034721375,-0.10096002,-0.0154215405,-0.03707854,-0.03734533,0.05120896,0.05603924
-0.007127681,-0.10432853,-0.008271191,-0.04094737,0.044378657,-0.13579334,0.0133893015,0.07283468,-0.06295565,-0.0800241,0.08776576,0.04277991,-0.06915569,-0.04131232,-0.10047123,-0.04692487,-0.05306824,-0.059715472,0.024030011,0.04458123
-0.0050144377,-0.10465072,-0.005550436,-0.042850163,0.033129595,-0.13773063,0.009852876,0.0791678,-0.04446338,-0.08420624,0.100366734,0.02567662,-0.057990592,-0.04723919,-0.09076776,-0.077802666,-0.06103592,-0.07714099,-0.011925212,0.034597658
-0.0024096384,-0.10493039,-0.0021071632,-0.04489157,0.018771458,-0.13856581,0.005765191,0.08546611,-0.020403681,-0.084547676,0.112370305,0.0050622076,-0.039962742,-0.04484179,-0.068428986,-0.106443964,-0.061327405,-0.08898842,-0.056620806,0.029060114
-0.0005910185,-0.10470215,0.00019834816,-0.04205991,0.009266566,-0.14125589,0.0022194588,0.08061098,-0.0036957534,-0.09702788,0.11092955,-0.0131495865,-0.0221569,-0.06208593,-0.04962439,-0.12417369,-0.049693715,-0.08537808,-0.07919018,0.009774971
0.0012904216,-0.10438299,0.0027911938,-0.038918227,-0.0009419851,-0.14289558,-0.00066331675,0.07437133,0.013986859,-0.10617801,0.10634148,-0.030099753,-0.003246704,-0.072259195,-0.027369523,-0.13199839,-0.036023624,-0.07331298,-0.09380102,-0.003692065
0.0043191845,-0.10413208,0.0066579003,-0.03703865,-0.01739541,-0.14163505,-0.0066617127,0.07043976,0.041465502,-0.10404569,0.1002397,-0.0548801,0.022236923,-0.06083284,0.014723834,-0.1227827,-0.018038716,-0.034862597,-0.11281864,0.0012669128
0.006442604,-0.10369162,0.009539447,-0.03373694,-0.028743206,-0.14076279,-0.010022207,0.062982306,0.05973925,-0.10415633,0.08977406,-0.069961086,0.038531773,-0.054416895,0.0397783,-0.106754884,-0.008506129,-0.0028274676,-0.10958411,0.0035999967
0.008511956,-0.103541754,0.011513809,-0.033550017,-0.038981777,-0.1369075,-0.016785692,0.060971644,0.074477926,-0.09167214,0.07986989,-0.086067535,0.045965876,-0.032103613,0.06551483,-0.081103116,-0.005046841,0.038810693,-0.107789986,0.013410126
