mse,date
0.5390064939016244,1555459200.0
0.4794483909025594,1555460100.0
0.532291515673305,1555461000.0
0.3818105627776846,1555461900.0
0.4598579585105298,1555462800.0
0.7353335991547153,1555463700.0
0.4555130023112808,1555464600.0
0.597801381138839,1555465500.0
0.46835297573284124,1555466400.0
0.3597170956472131,1555467300.0
0.46617052717738006,1555468200.0
0.5395852671742771,1555469100.0
0.45566778233731786,1555470000.0
0.41424667760598666,1555470900.0
0.3922775851421432,1555471800.0
0.5113132709608013,1555472700.0
0.4164577550746244,1555473600.0
0.42139017267515044,1555474500.0
0.5186847046777584,1555475400.0
0.4427773506605898,1555476300.0
0.47095537710372426,1555477200.0
0.45083406094464207,1555478100.0
0.44395666336381157,1555479000.0
0.3961501895198512,1555479900.0
0.42677828143486346,1555480800.0
0.5078365774483768,1555481700.0
0.48665886320807816,1555482600.0
0.5359335281847548,1555483500.0
0.47623845957439703,1555484400.0
0.52781310740612,1555485300.0
0.47770582482823115,1555486200.0
0.4004537683314578,1555487100.0
0.3931162866196397,1555488000.0
0.4953625740100305,1555488900.0
0.49551252105773125,1555489800.0
0.449891422850985,1555490700.0
0.5372199557219867,1555491600.0
0.467968436389329,1555492500.0
0.39438319820249135,1555493400.0
0.4800378969479078,1555494300.0
0.5404497369574186,1555495200.0
0.47907388133720974,1555496100.0
0.4681340341756659,1555497000.0
0.43074396181376207,1555497900.0
0.47641660122122503,1555498800.0
0.4331617518000515,1555499700.0
0.49849741270607834,1555500600.0
0.45270613777531393,1555501500.0
0.48645048637669774,1555502400.0
0.44824808620314693,1555503300.0
0.4568474242440308,1555504200.0
0.4696524778614807,1555505100.0
0.4030494605760225,1555506000.0
0.48358251452699696,1555506900.0
0.5177860207777113,1555507800.0
0.454622468321255,1555508700.0
0.4103195982633812,1555509600.0
0.4712453498353747,1555510500.0
0.48112036446729106,1555511400.0
0.37470629941739075,1555512300.0
0.3892783260885185,1555513200.0
0.45176009850150406,1555514100.0
0.4264936743755829,1555515000.0
0.4427472421798755,1555515900.0
0.5208745172006201,1555516800.0
0.5213167276437599,1555517700.0
0.3641587123917727,1555518600.0
0.425632018871258,1555519500.0
0.48801835408060534,1555520400.0
0.4966532587849937,1555521300.0
0.47147682117110595,1555522200.0
0.4170296021878701,1555523100.0
0.4222647013126666,1555524000.0
0.5094778458895256,1555524900.0
0.5315280138112088,1555525800.0
0.42594808604457846,1555526700.0
0.48321522221014784,1555527600.0
0.44235588899272577,1555528500.0
0.3384709787652373,1555529400.0
0.4964038298513513,1555530300.0
0.4028716336398658,1555531200.0
0.5036015652927018,1555532100.0
0.46091622084932604,1555533000.0
0.46630246060717906,1555533900.0
0.3289959331731479,1555534800.0
0.5263939666058716,1555535700.0
0.6292182984529748,1555536600.0
0.42704598221267587,1555537500.0
0.4445084541450794,1555546500.0
0.5878899748490054,1555547400.0
0.47636040595263346,1555548300.0
0.4874487171573162,1555549200.0
0.5527336961541356,1555550100.0
0.6073813584330111,1555551000.0
0.502575663764089,1555551900.0
0.3249212868450876,1555552800.0
0.44020168154520206,1555553700.0
0.5009121622739746,1555554600.0
0.4796794287729411,1555555500.0
0.5043653151815379,1555556400.0
0.5122266052697604,1555557300.0
0.4045796885054443,1555558200.0
0.4167414105866818,1555559100.0
0.42575414995751365,1555560000.0
0.4722795993946621,1555560900.0
0.42291262870420304,1555561800.0
0.42948579685208754,1555562700.0
0.47065842736763464,1555563600.0
0.45945938748802145,1555564500.0
0.49134236520780117,1555565400.0
0.49731749059312647,1555566300.0
0.5243115563304283,1555567200.0
0.3989713234997447,1555568100.0
0.3505733199076931,1555569000.0
0.5837956754395568,1555569900.0
0.5021412668455861,1555570800.0
0.43520328256801166,1555571700.0
0.504188302305482,1555572600.0
0.4577072347871976,1555573500.0
0.5052615410403383,1555574400.0
0.4207208241679312,1555575300.0
0.4867760604334149,1555576200.0
0.4584795983257558,1555577100.0
0.5403515041834711,1555578000.0
0.5814966647854195,1555578900.0
0.478725592194515,1555579800.0
0.5268751772482598,1555580700.0
0.5116507385293714,1555581600.0
0.4608417531057053,1555582500.0
0.4667342856676631,1555583400.0
0.4669556869905293,1555584300.0
0.4330037587063698,1555585200.0
0.3835340352766393,1555586100.0
0.495590354537626,1555587000.0
0.35965821884346894,1555587900.0
0.4465633564438378,1555588800.0
0.405481814188815,1555589700.0
0.551110411550846,1555590600.0
0.4172969619635215,1555591500.0
0.45154201427753765,1555592400.0
0.42681897291094156,1555593300.0
0.49499711383122236,1555594200.0
0.48414564330075033,1555595100.0
0.45809857222069256,1555596000.0
0.4297729443256187,1555596900.0
0.43191047483843126,1555597800.0
0.4326023811263828,1555598700.0
0.4839031581650001,1555599600.0
0.47559252216993597,1555600500.0
0.4439368940342752,1555601400.0
0.4054506878866046,1555602300.0
0.4671112702340186,1555603200.0
0.3983377251921179,1555604100.0
0.4735100606994952,1555605000.0
0.44706704789611823,1555605900.0
0.4764100834132628,1555606800.0
0.4247928754153829,1555607700.0
0.4297056116020258,1555608600.0
0.41804629671579474,1555609500.0
0.4615996593033652,1555610400.0
0.4931895306379876,1555611300.0
