arsnr,mse,date
8.587876260790669,0.27514524809387214,1558354500.0
8.148739134807405,0.31668158107065736,1558356300.0
8.43697771860902,0.33951728485722793,1558357200.0
8.370642078463742,0.3007683712723109,1558358100.0
8.524437306156369,0.29945960290185264,1558359000.0
8.683209607266122,0.2665038450415402,1558359900.0
8.367632439293773,0.2995053557309479,1558360800.0
8.145393626432249,0.32105140549698485,1558361700.0
9.437510016941152,0.24575233842610844,1558362600.0
8.798842692957114,0.2753303650767761,1558363500.0
9.332195158602223,0.23649234013500323,1558364400.0
8.96180716079891,0.2619866266788532,1558365300.0
8.978723379326576,0.27524224292343613,1558366200.0
9.234790156416036,0.2869639586105802,1558367100.0
8.930251896518977,0.2686086680228526,1558368000.0
8.6694975082209,0.2889653024272006,1558368900.0
8.498424439015912,0.3167519277251676,1558369800.0
9.935377803366292,0.24422933224475832,1558370700.0
8.879430018836524,0.2837845303993302,1558371600.0
9.206358011009927,0.28247340779070196,1558372500.0
8.509813776654227,0.28474690748847026,1558373400.0
9.536260531513177,0.2771586038298284,1558374300.0
9.397579491736979,0.27554061551111336,1558375200.0
10.012757106551733,0.2714108089882884,1558376100.0
8.196661497644765,0.3042314596924965,1558377000.0
9.432671277881335,0.21903689715044505,1558377900.0
8.77456441190947,0.24781677671154756,1558378800.0
9.601927427668477,0.23164246443514735,1558379700.0
8.961651941458669,0.23852316642396204,1558380600.0
9.350759132788587,0.23226987115784112,1558381500.0
8.768554507799347,0.22676571980913673,1558382400.0
9.217466922768278,0.22192835064506408,1558383300.0
8.924380143138665,0.2696411341981823,1558384200.0
9.41371290280447,0.21293932309067404,1558385100.0
9.46833306298147,0.24368295589986483,1558386000.0
9.433534175670212,0.21766030459982358,1558386900.0
9.48831660260234,0.2267591718906263,1558387800.0
9.34093297475631,0.244452043434664,1558388700.0
11.309049173696952,0.08105144900793108,1558397700.0
9.735075209500243,0.18813594352050814,1558398600.0
9.572054983786902,0.21570807369300246,1558399500.0
9.325874948560825,0.2186886194504935,1558400400.0
9.583840433056347,0.18359039155247261,1558401300.0
9.199914078660607,0.2274752753031963,1558402200.0
9.610205342712284,0.18646779896805787,1558403100.0
9.751694182861533,0.1920469290599668,1558404000.0
9.820091492836578,0.21629701185046643,1558404900.0
9.94167049756392,0.185359771787475,1558405800.0
9.910122910575796,0.18768071306481016,1558406700.0
9.68065787709819,0.17308344730297195,1558407600.0
9.196901122104512,0.22371631656950233,1558408500.0
9.217150592440312,0.22828796418727507,1558409400.0
10.135665582696848,0.19665557393605196,1558410300.0
9.825806681931411,0.21610475320216976,1558411200.0
9.012520520380603,0.24795211639255554,1558412100.0
8.793280896314627,0.2658679259344621,1558413000.0
9.550830730738987,0.2519511437753301,1558413900.0
9.15136083165825,0.24209109886844155,1558414800.0
9.428091622820425,0.23920590114532114,1558415700.0
9.094785680885686,0.26583376262349173,1558416600.0
8.90350444711604,0.2525571248824223,1558417500.0
9.254237251097537,0.26034944057168435,1558418400.0
8.811622055233157,0.27019183147725123,1558419300.0
8.718322049050387,0.2944103828506249,1558420200.0
9.032453371862676,0.25505131072519915,1558421100.0
9.151044782340565,0.24367125181243754,1558422000.0
8.225973445287917,0.344257696499036,1558422900.0
8.479103856572156,0.3127433202657597,1558423800.0
8.81724210856966,0.3068976889876879,1558424700.0
8.390837382601694,0.3370950208819692,1558425600.0
8.467132554898349,0.3384453867966366,1558426500.0
8.95056626510381,0.33569288629899857,1558427400.0
8.649126636137023,0.3289542148186186,1558428300.0
8.030124255723175,0.3370215931328588,1558429200.0
8.199311509469666,0.37545760316717863,1558430100.0
8.014177891079443,0.35419289016159194,1558431000.0
8.838364324656284,0.35459484058422136,1558431900.0
8.26263413254252,0.3668974221508002,1558432800.0
7.774458363615006,0.3665464865611521,1558433700.0
8.584686201360327,0.31327009806584666,1558434600.0
8.247872051361075,0.3424357133278663,1558435500.0
8.792358029900463,0.3069115097026918,1558436400.0
8.350033818402633,0.35696108464516374,1558437300.0
8.580463764056205,0.34927293521522745,1558438200.0
7.8005748857107085,0.38107507038145316,1558439100.0
9.533129113636564,0.3557482120146338,1558440000.0
8.286313985813765,0.34524445333431525,1558440900.0
7.973238000472151,0.3423483774393036,1558441800.0
8.960943187919321,0.41186432150359614,1558442700.0
9.464243541509514,0.3588977456394615,1558443600.0
9.090713126834212,0.3539659824134868,1558444500.0
9.317981735347475,0.3168037574546277,1558445400.0
9.715869642389023,0.33319156650080844,1558446300.0
7.070469016292255,0.4074014738212789,1558447200.0
8.811362581668657,0.40967539457720714,1558448100.0
8.61601121385407,0.3749502561068023,1558449000.0
9.06370150225841,0.34001380659874797,1558449900.0
8.111249555284662,0.379912324649597,1558450800.0
9.56862023403978,0.39638458417869366,1558451700.0
8.469137747195791,0.3471509064126845,1558452600.0
7.784784354838084,0.3631748865782521,1558453500.0
10.948529841054794,0.314000677419228,1558454400.0
8.542496120960024,0.33047978816409923,1558455300.0
6.3529994701283385,0.39678659529529464,1558456200.0
6.6084587062520495,0.4105246420736771,1558457100.0
6.26906236538166,0.4357992850998669,1558458000.0
8.954263459853996,0.3775062209144943,1558458900.0
9.053324448586475,0.3564243275024179,1558459800.0
8.410523088371864,0.3293893178341152,1558460700.0
6.269600676548159,0.40002042486263373,1558461600.0
6.347299635905987,0.3913140481096089,1558462500.0
9.08155383364329,0.33954231503319726,1558463400.0
8.913392968608912,0.33976969186813905,1558464300.0
11.980072749513846,0.3088597638237788,1558465200.0
7.211972621197964,0.3733064383258558,1558466100.0
8.587742317369072,0.3415178695708809,1558467000.0
5.851946277447518,0.34647656207446387,1558467900.0
8.348175485354876,0.3075387654842913,1558468800.0
10.62889326010625,0.2742077181955307,1558469700.0
7.241619675798666,0.3831777907171719,1558470600.0
7.764110224934222,0.3270973800473973,1558471500.0
8.710924285710123,0.23637431690499136,1558496700.0
8.339698727857524,0.3217679763232359,1558497600.0
8.670816943294705,0.28869629038441497,1558498500.0
8.021087885027402,0.3357874803724715,1558499400.0
8.61128266863907,0.31856342087789313,1558500300.0
7.691150290028252,0.33216235704594765,1558501200.0
8.261306415592985,0.2568029954645764,1558502100.0
7.884654862829873,0.3236105127910278,1558507500.0
7.310236391517196,0.3537327234040531,1558508400.0
7.782033218674562,0.33820439562793125,1558509300.0
9.28159052012479,0.29282219705004736,1558510200.0
9.226743311524865,0.26128996291822043,1558511100.0
8.24127194331285,0.2997398569132149,1558512000.0
8.311399335865756,0.29863634177977466,1558512900.0
7.189787191039708,0.35967254248030667,1558513800.0
8.024036063343726,0.3172159150058023,1558514700.0
7.621058863049064,0.3267284272746436,1558515600.0
8.711609764831618,0.3159564275684432,1558516500.0
8.854783774376283,0.29125750418919844,1558517400.0
9.168040017034583,0.3013658653655069,1558518300.0
8.588502423724579,0.3090277141492707,1558519200.0
8.620412076839148,0.3012310837244933,1558520100.0
7.712645333943136,0.33878455619470044,1558521000.0
6.826390011564033,0.38834123296616435,1558521900.0
8.09901547358004,0.3385190660983767,1558522800.0
8.315740368266345,0.361863624160823,1558523700.0
7.523695912267575,0.34293700863067933,1558524600.0
8.40394715941846,0.3186012150436369,1558525500.0
8.889206538132965,0.329079941994787,1558526400.0
8.278658785118623,0.31433502449690576,1558527300.0
8.609105033079636,0.32484279486364515,1558528200.0
6.545464939223208,0.37717168866503864,1558529100.0
7.537157763881918,0.35963086272882655,1558530000.0
8.154554920231107,0.3149877866532098,1558530900.0
8.60149775680579,0.3273288847146436,1558531800.0
7.5338249218080815,0.3497693495175202,1558532700.0
8.81253301241975,0.32655804384995885,1558533600.0
7.628772383288876,0.369333495182546,1558534500.0
7.24064828755528,0.36540614170315944,1558535400.0
7.859703074778826,0.38143655063112686,1558536300.0
7.82551188123131,0.4060914766174307,1558537200.0
8.052110921266603,0.3788370545652033,1558538100.0
8.786400634355495,0.37197983640801424,1558539000.0
9.287036022640692,0.30267112369122084,1558539900.0
6.864991920558743,0.3898978490765023,1558540800.0
6.803857754621663,0.4102274282920397,1558541700.0
7.9060745627262685,0.32067545150453153,1558542600.0
7.97757698424062,0.3467145784684588,1558543500.0
7.084688477149109,0.37902943584862836,1558544400.0
9.204889380521891,0.3107837619957013,1558545300.0
6.57312694360186,0.4244871008314684,1558546200.0
5.32587982283264,0.41590266899102746,1558547100.0
8.883756602326839,0.33967941030371124,1558548000.0
8.239647011510762,0.335412049006676,1558548900.0
8.012135734853413,0.3290767073581886,1558549800.0
7.7200821316415595,0.38459506678398814,1558550700.0
5.50686840471249,0.4244942104358529,1558551600.0
7.43153104364986,0.35523186837091425,1558552500.0
8.738422394758556,0.3389471058784221,1558553400.0
2.9465383946466095,0.5743784350526691,1558554300.0
5.4016343146187,0.4585430163176518,1558555200.0
7.633675468997637,0.39435882565919994,1558556100.0
7.30433995715555,0.3264969455008378,1558557000.0
2.9010783308861976,0.5914652484183717,1558557900.0
7.048397178227216,0.3178567826215304,1558558800.0
8.362482946884928,0.26731214054816027,1558559700.0
6.590048452029503,0.3979719448585915,1558560600.0
6.257892897452234,0.3911764328987844,1558561500.0
7.8055248657481515,0.28564364927657826,1558569600.0
8.811366408811582,0.26049286564067375,1558570500.0
8.594085602703533,0.3092871188819316,1558571400.0
6.994678432332079,0.27025887888904637,1558572300.0
9.18753094055172,0.23332056902062182,1558573200.0
7.15214169046649,0.29169680905716333,1558574100.0
10.229178530130225,0.20119633533271877,1558575000.0
8.894483589961666,0.25469165536611843,1558575900.0
